,t,x,V,x_run,T_run,T_cal,baseline,Tin,Tout,t_start
0,1678970907.595745,5.8051123046875,0.001620500000000009,5.951525882226213,-0.0006306323396000577,80.73039403345366,-0.0022454999999999958,80.01687622070312,51.99844329762611,1678970932.0
1,1678970907.5966403,5.8051123046875,0.0016203516357245944,5.959510589708687,-0.0012887250903855113,80.73010287689235,-0.002245351635724581,,,
2,1678970907.5998087,5.8051123046875,-0.0002547967285508354,5.978028477018369,-0.002166729553838517,80.73014866062083,-0.002245203271449167,,,
3,1678970907.6036167,5.8051123046875,-0.0006299450928262643,5.9967740032869585,-0.0031271805146145114,80.73026185373459,-0.002245054907173752,,,
4,1678970907.6077335,5.8051123046875,-0.00013009345710167852,6.011522839834142,-0.00474743187715963,80.73028522987269,-0.0022449065428983375,,,
5,1678970907.6118274,5.8051123046875,0.0009947581786229494,6.032203297253454,-0.006202692349408192,80.73010648449161,-0.002244758178622923,,,
6,1678970907.6156497,5.807167921637858,-0.0007553901856524941,6.047065953280091,-0.007465468888291763,80.7302422184916,-0.0022446098143475085,,,
7,1678970907.6191192,5.81231474508273,-0.0007555385499279088,6.065682484138633,-0.008975650182911705,80.73037797915076,-0.002244461450072094,,,
8,1678970907.6231549,5.818301570292418,-0.0006306869142033373,6.080888766593717,-0.01020968887822054,80.73049130556038,-0.002244313085796679,,,
9,1678970907.6264012,5.823117344620715,-0.0008808352784787244,6.098101734428324,-0.011641479343712869,80.73064958044658,-0.0022441647215212645,,,
10,1678970907.629992,5.828444193706973,0.00011901635724586223,6.119285427862529,-0.013901688198355019,80.73062819472231,-0.0022440163572458502,,,
11,1678970907.6342304,5.834731651127225,-0.00013113200702958043,6.135782548336504,-0.015813860186591682,80.73065175747462,-0.0022438679929704356,,,
12,1678970907.6384053,5.840925028349818,-0.0001312803713049951,6.156285255983701,-0.017651429664660354,80.7306753468861,-0.002243719628695021,,,
13,1678970907.6416264,5.8457033120730335,-0.000756428735580396,6.178887270167958,-0.01973754632629959,80.73081126750029,-0.0022435712644196066,,,
14,1678970907.6461182,5.8545020518188045,-0.0010065770998557832,6.196036602381601,-0.022295929190249177,80.73099213659106,-0.002243422900144192,,,
15,1678970907.649532,5.864824519744783,-0.00025672546413122495,6.212385056944328,-0.025102859237769455,80.73103826688876,-0.0022432745358687773,,,
16,1678970907.652751,5.874557297136265,0.0021181261715933764,6.2327750662394505,-0.02840691315635039,80.7306576665802,-0.0022431261715933626,,,
17,1678970907.6567972,5.886791573494375,0.0014929778073179754,6.330512112617276,-0.0317512520402574,80.73038939747434,-0.0022429778073179483,,,
18,1678970907.6612928,5.900384733296892,0.0011178294430425465,6.346326906386014,-0.035300183422583425,80.73018853775378,-0.0022428294430425337,,,
19,1678970907.6646934,5.910666831210729,0.0009926810787671456,6.364118560046935,-0.03863679789764622,80.73001016560109,-0.002242681078767119,,,
20,1678970907.6679964,5.920654083857317,0.0023675327144917044,6.384126511756613,-0.04230219922226261,80.72958475011178,-0.0022425327144917043,,,
21,1678970907.6720502,5.932911428793793,0.00324238435021629,6.404191019716338,-0.0462963873964219,80.7290021349207,-0.00224238435021629,,,
22,1678970907.6775095,5.951525882226213,0.0028672359859408755,6.422047477413774,-0.05031583915470065,80.72848692911494,-0.0022422359859408754,,,
