t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,flowrate,Tset,duty
2023-03-16 12:26:43,23.884925842285156,24.272725783589568,23.852102880237926,25.495312948574064,26.204385749762068,24.745657553668586,24.524804082296942,23.870345685376677,,,,
2023-03-16 12:26:44,23.877567291259766,24.265279881313383,23.859445108924547,25.49161848183036,26.20041172337785,24.753028220005277,24.516927631176976,23.8666579961071,,,,
2023-03-16 12:26:45,23.877567291259766,24.26900186770643,23.848431765894613,25.495312948574064,26.212333802530498,24.753028220005277,24.528744349446125,23.874033374646253,,,,
2023-03-16 12:26:46,23.88124656677246,24.272725783589568,23.852102880237926,25.49161848183036,26.204385749762068,24.76040079683091,24.528744349446125,23.874033374646253,,,,
2023-03-16 12:26:47,23.88124656677246,24.276445840492517,23.848431765894613,25.49161848183036,26.204385749762068,24.756715463662566,24.524804082296942,23.874033374646253,,,,
2023-03-16 12:26:48,23.877567291259766,24.265279881313383,23.859445108924547,25.502701882061466,26.20835977614628,24.753028220005277,24.528744349446125,23.870345685376677,,,,
2023-03-16 12:26:49,23.88875961303711,24.27288014279716,23.855928147127532,25.49916254844697,26.208526648171745,24.756870213266836,24.53284794373102,23.877875912454364,,,,
2023-03-16 12:26:50,23.88124656677246,24.280169756375656,23.859445108924547,25.499009330541583,26.212333802530498,24.767771463167605,24.536618758976896,23.881406841475055,,,,
2023-03-16 12:26:51,23.885080337524414,24.278464087131773,23.86510593298581,25.50470520617443,26.21250067455596,24.762398213019356,24.52890767658184,23.877875912454364,,,,
2023-03-16 12:26:52,23.874042510986328,24.280324115583248,23.859599261470844,25.506551481934373,26.216474700940175,24.767926212771876,24.536786169291005,23.885249379283167,,,,
2023-03-16 12:26:53,23.88875961303711,24.287770017859433,23.863270375814157,25.506551481934373,26.216474700940175,24.767926212771876,24.53284794373102,23.881563601723943,,,,
2023-03-16 12:26:54,23.88140106201172,24.287770017859433,23.866941490157465,25.49916254844697,26.21250067455596,24.76055554643518,24.536786169291005,23.885249379283167,,,,
2023-03-16 12:26:55,23.892438888549805,24.280324115583248,23.866941490157465,25.506551481934373,26.208526648171745,24.76424087960353,24.536786169291005,23.877875912454364,,,,
2023-03-16 12:26:56,23.885080337524414,24.287770017859433,23.855928147127532,25.50285893041449,26.21250067455596,24.76424087960353,24.53284794373102,23.881563601723943,,,,
2023-03-16 12:26:57,23.88875961303711,24.287770017859433,23.863270375814157,25.506551481934373,26.220448727324392,24.77161154594022,24.53284794373102,23.881563601723943,,,,
2023-03-16 12:26:58,23.88521385192871,24.291625139069026,23.863401690946187,25.506685547601588,26.216618911332553,24.771743369677193,24.532990854974773,23.881697421448603,,,,
2023-03-16 12:26:59,23.885080337524414,24.284048031466387,23.863270375814157,25.50285893041449,26.21250067455596,24.76424087960353,24.536786169291005,23.877875912454364,,,,
2023-03-16 12:27:00,23.885080337524414,24.289631011055956,23.86510593298581,25.510247863901892,26.218461714132285,24.76976887935605,24.5387542612764,23.88525129099352,,,,
2023-03-16 12:27:01,23.88875961303711,24.287770017859433,23.855928147127532,25.50285893041449,26.200578595403314,24.756870213266836,24.52890767658184,23.874188223184788,,,,
2023-03-16 12:27:02,23.88875961303711,24.29521399064552,23.863270375814157,25.50285893041449,26.208526648171745,24.756870213266836,24.53284794373102,23.874188223184788,,,,
2023-03-16 12:27:03,23.877721786499023,24.284048031466387,23.852257032784223,25.49916254844697,26.208526648171745,24.76055554643518,24.53284794373102,23.874188223184788,,,,
2023-03-16 12:27:04,23.88521385192871,24.28790315267598,23.863401690946187,25.495602147370487,26.20469683217991,24.760687370172153,24.53692703894556,23.881697421448603,,,,
2023-03-16 12:27:05,23.881532669067383,24.291625139069026,23.863401690946187,25.50299108085789,26.208670858564123,24.7643727033405,24.532990854974773,23.881697421448603,,,,
2023-03-16 12:27:06,23.89257049560547,24.291625139069026,23.86707470840735,25.51037809912147,26.22059293771677,24.768058036508847,24.540865264505545,23.889072799987755,,,,
2023-03-16 12:27:07,23.892438888549805,24.29521399064552,23.863270375814157,25.510247863901892,26.216474700940175,24.778982212276915,24.54466262041097,23.888938980263095,,,,
2023-03-16 12:27:08,23.885080337524414,24.291490074762383,23.859599261470844,25.50285893041449,26.21250067455596,24.77161154594022,24.548600845970956,23.888938980263095,,,,
2023-03-16 12:27:09,23.894278526306152,24.29521206115543,23.86510593298581,25.513940415421775,26.218461714132285,24.76976887935605,24.542692486836383,23.883406490503553,,,,
2023-03-16 12:27:10,23.89257049560547,24.28790315267598,23.859730576602875,25.50299108085789,26.216618911332553,24.7643727033405,24.53692703894556,23.89275857754698,,,,
2023-03-16 12:27:11,23.892438888549805,24.29521399064552,23.863270375814157,25.50285893041449,26.208526648171745,24.76424087960353,24.540722353261792,23.888938980263095,,,,
2023-03-16 12:27:12,23.8961181640625,24.291490074762383,23.870612604500778,25.510247863901892,26.220448727324392,24.767926212771876,24.540722353261792,23.885249379283167,,,,
2023-03-16 12:27:13,23.8961181640625,24.291490074762383,23.870612604500778,25.510247863901892,26.21250067455596,24.767926212771876,24.540722353261792,23.888938980263095,,,,
2023-03-16 12:27:14,23.90347671508789,24.287770017859433,23.870612604500778,25.513940415421775,26.220448727324392,24.77529687910857,24.548600845970956,23.896314358802247,,,,
2023-03-16 12:27:15,23.90728759765625,24.29534712546207,23.874416937093972,25.51407448108899,26.22059293771677,24.775428702845538,24.540865264505545,23.896446266816557,,,,
2023-03-16 12:27:16,23.8961181640625,24.280324115583248,23.866941490157465,25.506551481934373,26.22442481385707,24.77161154594022,24.536786169291005,23.89262666953267,,,,
2023-03-16 12:27:17,23.89992904663086,24.276737193496846,23.863401690946187,25.51407448108899,26.22059293771677,24.775428702845538,24.54480349006553,23.896446266816557,,,,
2023-03-16 12:27:18,23.903542518615723,24.280392612481617,23.868843656454064,25.51400840586729,26.22052186259481,24.769834791224532,24.536856604118285,23.89084877890504,,,,
2023-03-16 12:27:19,23.89257049560547,24.280459179889892,23.870743919632808,25.51037809912147,26.224566964100983,24.768058036508847,24.53692703894556,23.885383199007826,,,,
2023-03-16 12:27:20,23.896251678466797,24.2730152071038,23.878088051437285,25.506685547601588,26.224566964100983,24.775428702845538,24.540865264505545,23.896446266816557,,,,
2023-03-16 12:27:21,23.89992904663086,24.2730152071038,23.86707470840735,25.517768947832693,26.22059293771677,24.775428702845538,24.53692703894556,23.896446266816557,,,,
2023-03-16 12:27:22,23.89992904663086,24.269293220710757,23.86707470840735,25.51037809912147,26.224566964100983,24.768058036508847,24.529050587825594,23.885383199007826,,,,
2023-03-16 12:27:23,23.89640235900879,24.269447579918346,23.870898072179106,25.51053323225068,26.216783723209556,24.77189620879252,24.544966817201246,23.892913426085517,,,,
2023-03-16 12:27:24,23.88904571533203,24.265725593525303,23.870898072179106,25.51053323225068,26.22075774959377,24.768212786113114,24.53709036608128,23.885538047546362,,,,
2023-03-16 12:27:25,23.88904571533203,24.265725593525303,23.867225054717938,25.503144298763278,26.208835670441125,24.76452554245583,24.533152140521295,23.87816266900721,,,,
2023-03-16 12:27:26,23.892913818359375,24.258472640258606,23.85640202347356,25.499641354401312,26.216987677907344,24.775772590855027,24.537294525000924,23.893102685410394,,,,
2023-03-16 12:27:27,23.896498680114746,24.262100081637,23.869156719341298,25.51062803582964,26.218872713750557,24.771992688484072,24.541131691895682,23.891164211113168,,,,
2023-03-16 12:27:28,23.888891220092773,24.254405275138577,23.86707470840735,25.51037809912147,26.22059293771677,24.768058036508847,24.540865264505545,23.885383199007826,,,,
2023-03-16 12:27:29,23.896251678466797,24.254405275138577,23.874416937093972,25.51037809912147,26.208670858564123,24.775428702845538,24.540865264505545,23.89275857754698,,,,
2023-03-16 12:27:30,23.888891220092773,24.261849247924665,23.874416937093972,25.506685547601588,26.212642824799875,24.760687370172153,24.53692703894556,23.889072799987755,,,,
2023-03-16 12:27:31,23.896251678466797,24.258127261531623,23.86707470840735,25.51407448108899,26.212642824799875,24.760687370172153,24.529050587825594,23.881697421448603,,,,
2023-03-16 12:27:32,23.89992904663086,24.261849247924665,23.86707470840735,25.51407448108899,26.212642824799875,24.768058036508847,24.540865264505545,23.885383199007826,,,,
2023-03-16 12:27:33,23.900083541870117,24.258281620739215,23.867225054717938,25.51053323225068,26.216783723209556,24.76452554245583,24.53709036608128,23.892913426085517,,,,
2023-03-16 12:27:34,23.89992904663086,24.254405275138577,23.870743919632808,25.51037809912147,26.224566964100983,24.771743369677193,24.540865264505545,23.89275857754698,Tset updated to 80.0,0.5,80.0,100.0
2023-03-16 12:27:34,23.89992904663086,24.254405275138577,23.870743919632808,25.51037809912147,26.224566964100983,24.771743369677193,24.540865264505545,23.89275857754698,Heater started,0.5,80.0,100.0
2023-03-16 12:27:35,23.900083541870117,24.250837647953123,23.863555843492485,25.506838765506977,26.216783723209556,24.76452554245583,24.53709036608128,23.881848446566433,,0.5,80.0,100.0
2023-03-16 12:27:36,23.896404266357422,24.25455963434617,23.870898072179106,25.51053323225068,26.210822683633232,24.773739830621164,24.542998725215853,23.892913426085517,,0.5,80.0,100.0
2023-03-16 12:27:37,23.89640235900879,24.24711566156008,23.863555843492485,25.506838765506977,26.216783723209556,24.768212786113114,24.53709036608128,23.896601115355093,PID is off,0.5,80.0,75.0
2023-03-16 12:27:38,23.900083541870117,24.24711566156008,23.867225054717938,25.506838765506977,26.21280969682534,24.76452554245583,24.53709036608128,23.881848446566433,,0.5,80.0,75.0
2023-03-16 12:27:39,23.903762817382812,24.25455963434617,23.867225054717938,25.499449832019575,26.22075774959377,24.768212786113114,24.544966817201246,23.892913426085517,,0.5,80.0,75.0
2023-03-16 12:27:40,23.89640235900879,24.2322277159879,23.874569186522415,25.51053323225068,26.216783723209556,24.77189620879252,24.54103063323046,23.892913426085517,,0.5,80.0,75.0
2023-03-16 12:27:41,23.900083541870117,24.243393675167034,23.867225054717938,25.514227698994382,26.22075774959377,24.77558345244981,24.54103063323046,23.892913426085517,,0.5,80.0,75.0
2023-03-16 12:27:42,23.89640235900879,24.24711566156008,23.863555843492485,25.51053323225068,26.208835670441125,24.768212786113114,24.53709036608128,23.881848446566433,,0.5,80.0,75.0
2023-03-16 12:27:43,23.892724990844727,24.24711566156008,23.863555843492485,25.503144298763278,26.21280969682534,24.786639451954848,24.54103063323046,23.889225736815938,,0.5,80.0,75.0
2023-03-16 12:27:44,23.903762817382812,24.243393675167034,23.867225054717938,25.514227698994382,26.22075774959377,24.808749540475986,24.53709036608128,23.892913426085517,,0.5,80.0,75.0
2023-03-16 12:27:45,23.914894104003906,24.24349014967178,23.865486556556917,25.510628993441546,26.218872713750557,24.849385640263822,24.545069917455667,23.891164211113168,,0.5,80.0,75.0
2023-03-16 12:27:46,23.94423484802246,24.243393675167034,23.878240300865727,25.521616632481784,26.224731775977986,24.922996779183677,24.54103063323046,23.892913426085517,,0.5,80.0,75.0
2023-03-16 12:27:47,23.962631225585938,24.250837647953123,23.870898072179106,25.51053323225068,26.208835670441125,24.956164777698795,24.53709036608128,23.881848446566433,,0.5,80.0,75.0
2023-03-16 12:27:48,23.969989776611328,24.243393675167034,23.867225054717938,25.499449832019575,26.21280969682534,25.01513010839234,24.52921391496131,23.892913426085517,,0.5,80.0,75.0
2023-03-16 12:27:49,24.021690368652344,24.236142651390434,23.867415366503494,25.507030287888714,26.21301571167159,25.077971821148395,24.537294525000924,23.893102685410394,,0.5,80.0,75.0
2023-03-16 12:27:50,24.062162399291992,24.243586624176523,23.85640202347356,25.499641354401312,26.209041685287378,25.16273448402037,24.533356299440943,23.882039617601663,,0.5,80.0,75.0
2023-03-16 12:27:51,24.106124877929688,24.23967168877399,23.856213614805863,25.51053323225068,26.21280969682534,25.23993734215043,24.54103063323046,23.885538047546362,,0.5,80.0,75.0
2023-03-16 12:27:52,24.17254066467285,24.24730861056957,23.860075040934728,25.499641354401312,26.21301571167159,25.335945142932662,24.537294525000924,23.893102685410394,,0.5,80.0,75.0
2023-03-16 12:27:53,24.238767623901367,24.243586624176523,23.87843061265128,25.5144173061523,26.22096376444002,25.43176571579862,24.545170976120893,23.90416575321912,,0.5,80.0,75.0
2023-03-16 12:27:54,24.367448806762695,24.25837809524396,23.878334505199575,25.519864202688893,26.22483478340111,25.58092713991405,24.550977255795644,23.89669574501753,,0.5,80.0,75.0
2023-03-16 12:27:55,24.499998092651367,24.262196556141745,23.87843061265128,25.51811368811982,26.224935730675774,25.759762278270415,24.533356299440943,23.90416575321912,,0.5,80.0,75.0
2023-03-16 12:27:56,24.59197998046875,24.258472640258606,23.871088383964658,25.52550262160722,26.22096376444002,25.859266273815773,24.545170976120893,23.9078534424887,,0.5,80.0,75.0
2023-03-16 12:27:57,24.683963775634766,24.26591854253479,23.871088383964658,25.52550262160722,26.228911817208452,25.980884178860155,24.55304742724086,23.9078534424887,,0.5,80.0,75.0
2023-03-16 12:27:58,24.809059143066406,24.258472640258606,23.87843061265128,25.529197088350923,26.228911817208452,26.106185506583945,24.549109201680878,23.90416575321912,Duty manually set to 10.0,0.5,80.0,100.0
2023-03-16 12:27:58,24.809059143066406,24.258472640258606,23.87843061265128,25.529197088350923,26.228911817208452,26.106185506583945,24.549109201680878,23.90416575321912,PID is on,0.5,80.0,100.0
2023-03-16 12:27:59,24.915912628173828,24.27724079041161,23.874913650854268,25.529352221480128,26.225104662849702,26.235328827569287,24.54927457040579,23.908008291027237,,0.5,80.0,100.0
2023-03-16 12:28:00,25.02629280090332,24.266074831232476,23.86756951904979,25.53304668822383,26.229076629085455,26.364315488461422,24.541398119285823,23.896945223218506,,0.5,80.0,100.0
2023-03-16 12:28:01,25.154911041259766,24.27336251532088,23.871088383964658,25.536586021838325,26.224935730675774,26.493147399749287,24.537294525000924,23.89679037467997,,0.5,80.0,100.0
2023-03-16 12:28:02,25.28000831604004,24.269640528927837,23.874757595190115,25.532889639870806,26.228911817208452,26.633190060146458,24.54123275056091,23.89679037467997,,0.5,80.0,100.0
2023-03-16 12:28:03,25.48804473876953,24.28282377000118,23.873077142123684,25.547823597586724,26.229077659159685,26.850784242905537,24.543367232065815,23.90247675712287,,0.5,80.0,100.0
2023-03-16 12:28:04,25.695924758911133,24.29212873598379,23.87858286207972,25.573683907180722,26.23702674200235,27.064534521914116,24.545336344845808,23.908008291027237,,0.5,80.0,100.0
2023-03-16 12:28:05,25.83205795288086,24.280962776804657,23.8712406333931,25.56999135566084,26.233050655469672,27.208262515479635,24.545336344845808,23.908008291027237,,0.5,80.0,100.0
2023-03-16 12:28:06,25.979228973388672,24.29212873598379,23.885925090766342,25.58107475589194,26.23702674200235,27.363048419039135,24.55715102152576,23.904320601757657,,0.5,80.0,100.0
2023-03-16 12:28:07,26.130231857299805,24.296003152094332,23.878735111508163,25.592309458804618,26.229241440962458,27.517983340736084,24.54943789754151,23.900785849316264,,0.5,80.0,100.0
2023-03-16 12:28:08,26.277252197265625,24.29957270876988,23.88225587954089,25.60324155635415,26.233050655469672,27.683674315174237,24.54927457040579,23.908008291027237,,0.5,80.0,100.0
2023-03-16 12:28:09,26.420747756958008,24.29957270876988,23.87858286207972,25.61063048984155,26.229076629085455,27.845830885070434,24.54927457040579,23.90063291248808,,0.5,80.0,100.0
2023-03-16 12:28:10,26.5791072845459,24.296003152094332,23.875063997164855,25.629256041465446,26.22526741457824,28.01181989578348,24.537623220861555,23.89709816004669,,0.5,80.0,100.0
2023-03-16 12:28:11,26.740997314453125,24.30344712488042,23.86772176847823,25.64403390844025,26.229241440962458,28.19240504201035,24.54943789754151,23.900785849316264,,0.5,80.0,100.0
2023-03-16 12:28:12,27.000473022460938,24.30539590987626,23.876985194640007,25.66628593636233,26.237282200411702,28.46336491237514,24.55149786104074,23.904559565551697,,0.5,80.0,100.0
2023-03-16 12:28:13,27.259777069091797,24.310893027156606,23.878735111508163,25.703145376339464,26.237189493730888,28.741519684094005,24.545497630392326,23.908159316145067,,0.5,80.0,100.0
2023-03-16 12:28:14,27.440061569213867,24.314613084059555,23.878735111508163,25.717923243314267,26.23321546734667,28.929473586168626,24.545497630392326,23.908159316145067,,0.5,80.0,100.0
2023-03-16 12:28:15,27.620349884033203,24.310893027156606,23.875063997164855,25.73270111028907,26.2411635201151,29.128483487748287,24.54156144642154,23.904473538585844,,0.5,80.0,100.0
2023-03-16 12:28:16,27.819202423095703,24.314788667658192,23.878906392115162,25.766123681125944,26.24134893347673,29.327667243821633,24.545683415009204,23.9120209710567,,0.5,80.0,100.0
2023-03-16 12:28:17,28.006847381591797,24.322230710954187,23.886248620801783,25.79198494833185,26.245325020009407,29.530362478569643,24.54962164056919,23.908333281787126,,0.5,80.0,100.0
2023-03-16 12:28:18,28.201852798461914,24.32967661323037,23.88257750645847,25.825237064248977,26.245325020009407,29.740428379654347,24.553557824539975,23.9120209710567,,0.5,80.0,100.0
2023-03-16 12:28:19,28.41524887084961,24.333398599623415,23.886248620801783,25.854792798198584,26.24929698624516,29.950494280739047,24.553557824539975,23.915708660326278,,0.5,80.0,100.0
2023-03-16 12:28:20,28.60657501220703,24.333398599623415,23.878906392115162,25.87695959866079,26.24134893347673,30.153185694509173,24.54962164056919,23.908333281787126,,0.5,80.0,100.0
2023-03-16 12:28:21,28.915767669677734,24.335393692381533,23.880874215977776,25.926968007756063,26.247453153371197,30.472102658286012,24.55370073578373,23.9103099902914,,0.5,80.0,100.0
2023-03-16 12:28:22,29.224830627441406,24.33353366393006,23.88638183905167,25.976842351184118,26.237519117484894,30.779829888331903,24.545824284663762,23.904777500531857,,0.5,80.0,100.0
2023-03-16 12:28:23,29.43454933166504,24.337253720833008,23.8827088215905,26.010092551877424,26.249441196637537,31.000951788921643,24.541886059103778,23.904777500531857,,0.5,80.0,100.0
2023-03-16 12:28:24,29.651630401611328,24.340975707226054,23.8827088215905,26.054428068025654,26.24546511010486,31.21839026683198,24.545824284663762,23.91215479078136,,0.5,80.0,100.0
2023-03-16 12:28:25,29.872386932373047,24.340975707226054,23.87536659290388,26.09506528698255,26.24546511010486,31.437481317676802,24.545824284663762,23.915840568340588,,0.5,80.0,100.0
2023-03-16 12:28:26,30.077659606933594,24.340975707226054,23.871697381678427,26.132011869643375,26.249441196637537,31.649138656049857,24.549762510223747,23.908465189801433,,0.5,80.0,100.0
2023-03-16 12:28:27,30.296409606933594,24.348574039219734,23.879189956675635,26.176496773249358,26.253577974750293,31.879199734397346,24.549925837359464,23.919681194438347,,0.5,80.0,100.0
2023-03-16 12:28:28,30.5150089263916,24.356018012005823,23.886532185362256,26.22452675614129,26.261528087667184,32.0945080171378,24.549925837359464,23.919681194438347,,0.5,80.0,100.0
2023-03-16 12:28:29,30.73725128173828,24.356018012005823,23.89020329970557,26.272554823809404,26.253577974750293,32.31346724424565,24.55386406291945,23.912305815899195,,0.5,80.0,100.0
2023-03-16 12:28:30,31.067123413085938,24.354313307506988,23.877509503609204,26.341057591697076,26.257720933308434,32.654828632108405,24.5441838677444,23.910616819802943,,0.5,80.0,100.0
2023-03-16 12:28:31,31.389556884765625,24.3636182734896,23.879344109221933,26.424185008654167,26.265668986076864,32.992391967955264,24.54221475496441,23.916148353707307,,0.5,80.0,100.0
2023-03-16 12:28:32,31.611799240112305,24.359896287096554,23.875674897996475,26.475905627842163,26.257720933308434,33.211349284574176,24.54221475496441,23.919836042976883,,0.5,80.0,100.0
2023-03-16 12:28:33,31.834041595458984,24.367340259882642,23.88301522356524,26.531324544221498,26.261692899544187,33.441255613317395,24.546152980524393,23.919836042976883,,0.5,80.0,100.0
2023-03-16 12:28:34,32.06373977661133,24.367513913991182,23.87951538982893,26.590608382264275,26.269826365674245,33.671331975576415,24.538460272432108,23.923695786178165,,0.5,80.0,100.0
2023-03-16 12:28:35,32.28962326049805,24.371235900384228,23.875846178603474,26.65711069887471,26.273802452206922,33.901240214808574,24.554213174672043,23.934758853986896,,0.5,80.0,100.0
2023-03-16 12:28:36,32.51203536987305,24.371407625002675,23.88335778477924,26.712698154949972,26.273985805420086,34.120365654454346,24.54651842499056,23.92386784010987,,0.5,80.0,100.0
2023-03-16 12:28:37,32.72698974609375,24.378853527278856,23.88335778477924,26.77919855633659,26.277959831804303,34.350273893686506,24.550458692139742,23.934930907918602,,0.5,80.0,100.0
2023-03-16 12:28:38,32.960296630859375,24.38270864848845,23.87614687122465,26.84213855664672,26.282078068580894,34.558421663873844,24.55453778735428,23.942438194472064,,0.5,80.0,100.0
2023-03-16 12:28:39,33.2938289642334,24.38846528218656,23.88549688924885,26.953145886713223,26.296172574287272,34.90162380783183,24.546845079261995,23.944455048893733,,0.5,80.0,100.0
2023-03-16 12:28:40,33.630836486816406,24.394048261776124,23.87999116929281,27.06028637989246,26.298159587479383,35.22641265937068,24.558661797531144,23.949987538653275,,0.5,80.0,100.0
2023-03-16 12:28:41,33.853233337402344,24.394202620983716,23.887485647407875,27.134330847895686,26.314222565041707,35.45282088286183,24.550946631957697,23.957515854020613,,0.5,80.0,100.0
2023-03-16 12:28:42,34.086402893066406,24.405370509652943,23.887485647407875,27.204525716026005,26.32614258404589,35.67543105433708,24.562763350226845,23.96120354329019,,0.5,80.0,100.0
2023-03-16 12:28:43,34.31593322753906,24.405370509652943,23.887485647407875,27.282109517643725,26.330116610430103,35.890743158055415,24.554886899106876,23.964891232559765,,0.5,80.0,100.0
2023-03-16 12:28:44,34.531036376953125,24.40924685525358,23.88396487937515,27.363541003910537,26.34220350145975,36.106200458933316,24.558986410213382,23.97241763621675,,0.5,80.0,100.0
2023-03-16 12:28:45,34.76420974731445,24.41296691215653,23.894978222405083,27.452208205759362,26.35015155422818,36.32150874167377,24.555048184653398,23.976105325486326,,0.5,80.0,100.0
2023-03-16 12:28:46,34.99022674560547,24.42426793564231,23.895113343772824,27.526233521524414,26.35824381738899,36.53695075864013,24.563067547017116,23.990989902289293,,0.5,80.0,100.0
2023-03-16 12:28:47,35.20882797241211,24.42054787873936,23.891442229429515,27.603817323142135,26.36619187015742,36.752262862358464,24.563067547017116,23.98730412473007,,0.5,80.0,100.0
2023-03-16 12:28:48,35.54598617553711,24.43000720392956,23.893430036029613,27.73697230143267,26.382253817645513,37.080851676402155,24.56323291574203,24.007738396685745,,0.5,80.0,100.0
2023-03-16 12:28:49,35.879539489746094,24.439505118921662,23.89912701933013,27.87016558419955,26.41027698710704,37.41313155508102,24.57525175134163,24.024525125289248,,0.5,80.0,100.0
2023-03-16 12:28:50,36.11635208129883,24.45067300759089,23.89912701933013,27.962527252792075,26.41027698710704,37.624790803943014,24.57525175134163,24.028214726269177,PID is off,0.5,80.0,100.0
2023-03-16 12:28:51,36.32417297363281,24.447103450915343,23.895606251297405,28.055044054513807,26.414415825368255,37.83295385804188,24.5635983602082,24.032053440656583,,0.5,80.0,100.0
2023-03-16 12:28:52,36.55021286010742,24.447257810122935,23.89943342130487,28.14755894101172,26.426504776546366,38.05571304765458,24.575578405613065,24.04327135700385,,0.5,80.0,100.0
2023-03-16 12:28:53,36.77973937988281,24.454701782909023,23.89576230696156,28.23622805808436,26.43842685569901,38.263723262638116,24.567701954493096,24.046959046273425,Duty manually set to 5.0,0.5,80.0,100.0
2023-03-16 12:28:53,36.77973937988281,24.454701782909023,23.89576230696156,28.23622805808436,26.43842685569901,38.263723262638116,24.567701954493096,24.046959046273425,PID is on,0.5,80.0,100.0
2023-03-16 12:28:54,36.99850845336914,24.45115345062452,23.88858945576408,28.328760181596632,26.442586295444855,38.48285252326177,24.575762148640745,24.061879945573086,,0.5,80.0,100.0
2023-03-16 12:28:55,37.213462829589844,24.454875437017563,23.884918341420768,28.428512698900377,26.446560321829068,38.69451177212377,24.575762148640745,24.069255324112238,,0.5,80.0,100.0
2023-03-16 12:28:56,37.443275451660156,24.466330819710933,23.89254603778572,28.524856117809207,26.45481739686688,38.92104990886295,24.572128119871035,24.084292837743387,,0.5,80.0,100.0
2023-03-16 12:28:57,37.78035545349121,24.47385100735577,23.903635505529873,28.680099372385435,26.466821881958023,39.24044162914178,24.57811814257347,24.108340242264905,,0.5,80.0,100.0
