Wavelength,calib_1,calib_2,calib_3,calib_4,calib_5,calib_6,calib_7
4000,-0.002086,-0.000175,0.000318,0.000192,0.000167,0.000484,-0.000472
3999.5,-0.001886,-0.00016,0.000257,0.000293,0.000379,0.00045,-0.000728
3999,-0.001552,-0.000213,0.000288,0.000341,0.000746,0.000593,-0.001088
3998.5,-0.001312,-0.000329,0.000404,0.000377,0.001096,0.000752,-0.001354
3998,-0.001283,-0.000421,0.000605,0.000429,0.001335,0.000767,-0.001348
3997.5,-0.001456,-0.000427,0.000875,0.000471,0.001451,0.000634,-0.001054
3997,-0.001737,-0.000372,0.001176,0.000485,0.0015,0.000518,-0.000629
3996.5,-0.001993,-0.000337,0.001447,0.000523,0.001555,0.000591,-0.000284
3996,-0.002086,-0.000383,0.001636,0.000651,0.001642,0.000868,-0.000152
3995.5,-0.001931,-0.000503,0.001717,0.000871,0.001715,0.001212,-0.000239
3995,-0.001563,-0.000625,0.001711,0.001106,0.001735,0.001475,-0.000441
3994.5,-0.001147,-0.000643,0.001677,0.001264,0.001748,0.001619,-0.000601
3994,-0.000888,-0.00048,0.001702,0.001312,0.001837,0.0017,-0.000581
3993.5,-0.000897,-0.000176,0.001838,0.001293,0.001998,0.001761,-0.000362
3993,-0.001125,0.000078,0.002017,0.001264,0.002092,0.001751,-0.000094
3992.5,-0.001436,0.000058,0.002035,0.001206,0.001946,0.001569,-0.000013
3992,-0.00174,-0.000303,0.001721,0.001018,0.001529,0.00118,-0.000242
3991.5,-0.002031,-0.000812,0.001138,0.000652,0.001021,0.000705,-0.000679
3991,-0.002285,-0.001148,0.000587,0.000253,0.000699,0.000372,-0.001082
3990.5,-0.002409,-0.00113,0.000346,0.00009,0.000707,0.000365,-0.001278
3990,-0.002317,-0.000858,0.000421,0.000295,0.000916,0.000673,-0.001283
3989.5,-0.002068,-0.000594,0.000598,0.000684,0.001029,0.001071,-0.001236
3989,-0.001857,-0.000529,0.000698,0.000885,0.000856,0.00125,-0.001251
3988.5,-0.001846,-0.000658,0.00073,0.000687,0.000497,0.001041,-0.001328
3988,-0.002019,-0.000854,0.000817,0.000244,0.00025,0.000554,-0.001372
3987.5,-0.002196,-0.00099,0.001032,-0.000052,0.000357,0.000102,-0.001288
3987,-0.002207,-0.001003,0.001351,0.000086,0.000826,-0.000038,-0.001048
3986.5,-0.002039,-0.00086,0.001714,0.00062,0.00145,0.000166,-0.000701
3986,-0.001821,-0.000545,0.002073,0.001273,0.001955,0.000553,-0.000348
3985.5,-0.001685,-0.000106,0.002368,0.00181,0.002161,0.000952,-0.000097
3985,-0.001645,0.000314,0.002497,0.002178,0.002065,0.001316,-0.000035
3984.5,-0.001623,0.000551,0.002365,0.002398,0.001805,0.001654,-0.0002
3984,-0.001559,0.000522,0.00199,0.002407,0.001539,0.00191,-0.000552
3983.5,-0.001461,0.000293,0.001537,0.002107,0.001339,0.001979,-0.000966
3983,-0.001344,0.000025,0.001217,0.001554,0.001191,0.00184,-0.001275
3982.5,-0.001196,-0.000136,0.001124,0.000987,0.001067,0.001601,-0.001357
3982,-0.001027,-0.000152,0.001193,0.000619,0.000957,0.00139,-0.001218
3981.5,-0.000926,-0.000083,0.001304,0.000453,0.000853,0.001219,-0.000985
3981,-0.000999,-0.000021,0.001398,0.000364,0.000764,0.001022,-0.000802
3980.5,-0.001249,0.000011,0.001477,0.000303,0.000736,0.000802,-0.000716
3980,-0.001563,0.000069,0.001537,0.000352,0.000814,0.000685,-0.000681
3979.5,-0.001812,0.000196,0.00155,0.00059,0.000959,0.000794,-0.000667
3979,-0.001934,0.000354,0.001495,0.000967,0.001053,0.001098,-0.000714
3978.5,-0.00193,0.000439,0.001377,0.001334,0.001019,0.001415,-0.000847
3978,-0.001823,0.000371,0.001224,0.001536,0.000903,0.001573,-0.001001
3977.5,-0.001678,0.00015,0.001071,0.001474,0.000803,0.001533,-0.001082
3977,-0.001593,-0.000153,0.000957,0.001132,0.000745,0.001377,-0.001112
3976.5,-0.001633,-0.000441,0.000891,0.000604,0.000671,0.00122,-0.001237
3976,-0.001753,-0.000625,0.000835,0.000086,0.000551,0.001135,-0.001548
3975.5,-0.00183,-0.00066,0.000748,-0.000198,0.000446,0.001119,-0.001921
3975,-0.001768,-0.000559,0.000665,-0.000117,0.000463,0.001116,-0.002094
3974.5,-0.001566,-0.000364,0.000677,0.000282,0.00066,0.001061,-0.001887
3974,-0.001296,-0.000115,0.00082,0.000792,0.00101,0.000954,-0.001367
3973.5,-0.001043,0.000154,0.001018,0.001176,0.001421,0.00088,-0.000789
3973,-0.000845,0.000402,0.001187,0.001351,0.001796,0.000957,-0.000373
3972.5,-0.00069,0.000576,0.001344,0.001431,0.002064,0.00123,-0.000127
3972,-0.000549,0.000632,0.00157,0.001574,0.002194,0.001618,0.000099
3971.5,-0.000446,0.000539,0.001844,0.001763,0.002173,0.001934,0.000367
3971,-0.000478,0.000288,0.002004,0.001801,0.002012,0.002,0.000499
3970.5,-0.000742,-0.000075,0.001886,0.001515,0.00175,0.001764,0.00023
3970,-0.001217,-0.000438,0.001511,0.000965,0.001452,0.001341,-0.000463
3969.5,-0.001738,-0.00068,0.001082,0.000404,0.001174,0.00093,-0.001261
3969,-0.002108,-0.000765,0.000809,0.000066,0.000928,0.000656,-0.001734
3968.5,-0.002249,-0.000755,0.000756,0.000014,0.000703,0.000494,-0.001679
3968,-0.002248,-0.000745,0.000858,0.000169,0.000501,0.000342,-0.00124
3967.5,-0.00227,-0.000799,0.001013,0.000401,0.000336,0.000147,-0.000761
3967,-0.00244,-0.000938,0.001128,0.000569,0.000204,-0.000051,-0.00057
3966.5,-0.002766,-0.001142,0.00111,0.000549,0.000088,-0.000186,-0.0008
3966,-0.003137,-0.001343,0.000928,0.000303,0.000001,-0.000233,-0.00131
3965.5,-0.003376,-0.001447,0.000687,-0.000048,-0.000001,-0.000212,-0.001777
3965,-0.003359,-0.001407,0.000577,-0.000292,0.000129,-0.000144,-0.001923
3964.5,-0.003129,-0.001262,0.000684,-0.000294,0.000373,-0.000016,-0.00172
3964,-0.002863,-0.001091,0.000891,-0.00011,0.000633,0.0002,-0.001371
3963.5,-0.002715,-0.00095,0.001018,0.000101,0.000777,0.000524,-0.001104
3963,-0.00267,-0.000841,0.001045,0.000255,0.000738,0.000941,-0.000997
3962.5,-0.002583,-0.000747,0.001102,0.000391,0.000579,0.001387,-0.00098
3962,-0.002361,-0.000672,0.001253,0.000545,0.00046,0.001749,-0.000973
3961.5,-0.002082,-0.000641,0.00138,0.000641,0.000505,0.001898,-0.000987
3961,-0.001883,-0.000678,0.001355,0.000569,0.000706,0.001781,-0.001072
3960.5,-0.001794,-0.000762,0.001246,0.000359,0.000944,0.001483,-0.001195
3960,-0.001707,-0.000835,0.001269,0.000207,0.001105,0.001195,-0.001206
3959.5,-0.001517,-0.000839,0.001527,0.000308,0.001152,0.001071,-0.000966
3959,-0.001245,-0.000765,0.001871,0.000663,0.001128,0.001121,-0.00051
3958.5,-0.00102,-0.000636,0.002055,0.001086,0.001103,0.001239,-0.000033
3958,-0.00098,-0.000471,0.001987,0.001364,0.001136,0.001314,0.000267
3957.5,-0.001178,-0.000281,0.001788,0.001395,0.001237,0.001297,0.000326
3957,-0.001554,-0.000116,0.00164,0.001208,0.001344,0.001179,0.000181
3956.5,-0.001963,-0.000054,0.001617,0.000916,0.001373,0.000967,-0.000101
3956,-0.002232,-0.00014,0.001661,0.000651,0.001305,0.000693,-0.000458
3955.5,-0.002268,-0.000319,0.001655,0.000496,0.00121,0.000413,-0.000826
3955,-0.002124,-0.000474,0.001497,0.000432,0.00116,0.000162,-0.001167
3954.5,-0.001954,-0.000506,0.001145,0.000347,0.001149,-0.000042,-0.001456
3954,-0.001863,-0.000403,0.000662,0.000155,0.001117,-0.000138,-0.001621
3953.5,-0.00182,-0.00026,0.000235,-0.00008,0.001041,-0.000009,-0.001538
3953,-0.001757,-0.000228,0.000071,-0.000178,0.00096,0.000388,-0.001175
3952.5,-0.00172,-0.000392,0.000233,-0.000012,0.000913,0.000894,-0.000697
3952,-0.001839,-0.00067,0.000595,0.000363,0.000884,0.001221,-0.000364
3951.5,-0.002146,-0.000841,0.00096,0.000751,0.000848,0.001212,-0.000292
3951,-0.002456,-0.000721,0.00122,0.000983,0.000841,0.001015,-0.000369
3950.5,-0.002519,-0.000362,0.001359,0.001037,0.00094,0.000965,-0.000417
3950,-0.002285,-0.000039,0.001338,0.000997,0.001131,0.001237,-0.000411
3949.5,-0.001962,-0.000016,0.001083,0.000918,0.001235,0.001659,-0.000497
3949,-0.001796,-0.000307,0.000611,0.000783,0.001048,0.001888,-0.000806
3948.5,-0.001843,-0.00067,0.00012,0.000587,0.000577,0.001745,-0.001279
3948,-0.001957,-0.000814,-0.000129,0.000419,0.000094,0.001373,-0.001683
3947.5,-0.001968,-0.000638,-0.000036,0.00041,-0.000095,0.001079,-0.001785
3947,-0.001831,-0.00028,0.00028,0.000611,0.00007,0.001045,-0.001548
3946.5,-0.00161,0.000022,0.000646,0.000944,0.000403,0.001227,-0.001122
3946,-0.001397,0.000102,0.000974,0.001269,0.000688,0.001489,-0.000708
3945.5,-0.001263,-0.000068,0.001239,0.001468,0.000865,0.001717,-0.000439
3945,-0.001234,-0.000392,0.001408,0.001496,0.000996,0.001839,-0.00037
3944.5,-0.001288,-0.000704,0.001437,0.001386,0.001124,0.001812,-0.000503
3944,-0.001391,-0.000857,0.001327,0.001212,0.001212,0.001659,-0.000747
3943.5,-0.001536,-0.000816,0.001127,0.001031,0.001189,0.001488,-0.000909
3943,-0.001737,-0.000696,0.000891,0.000834,0.001033,0.001422,-0.000831
3942.5,-0.001983,-0.000644,0.000657,0.000567,0.000794,0.001462,-0.000576
3942,-0.002226,-0.000692,0.000462,0.000217,0.000556,0.001496,-0.000393
3941.5,-0.002415,-0.000739,0.000351,-0.00013,0.000429,0.001416,-0.000452
3941,-0.002535,-0.000673,0.000351,-0.000337,0.000521,0.001221,-0.000672
3940.5,-0.002594,-0.000491,0.000421,-0.000325,0.000845,0.001023,-0.000834
3940,-0.002601,-0.000302,0.000471,-0.000144,0.001252,0.00094,-0.000825
3939.5,-0.002561,-0.000238,0.000464,0.00007,0.00149,0.000967,-0.000751
3939,-0.002484,-0.000361,0.000471,0.000219,0.001397,0.000965,-0.000803
3938.5,-0.002379,-0.000635,0.000571,0.000287,0.001034,0.000788,-0.001051
3938,-0.002239,-0.000945,0.000728,0.000317,0.000612,0.000441,-0.001374
3937.5,-0.002075,-0.001137,0.000825,0.000349,0.00033,0.000113,-0.001561
3937,-0.001929,-0.001093,0.000818,0.000399,0.000281,0.000032,-0.001496
3936.5,-0.001843,-0.000815,0.000788,0.000462,0.000448,0.000275,-0.001231
3936,-0.001824,-0.000459,0.000825,0.000507,0.000706,0.000694,-0.000941
3935.5,-0.001864,-0.000237,0.000912,0.000473,0.000869,0.001039,-0.000779
3935,-0.001951,-0.000242,0.000971,0.00034,0.000839,0.001152,-0.000772
3934.5,-0.002052,-0.000404,0.001019,0.000182,0.0007,0.001098,-0.000817
3934,-0.002111,-0.000618,0.001152,0.000105,0.000622,0.001084,-0.000802
3933.5,-0.00213,-0.0009,0.001372,0.000096,0.000632,0.001248,-0.00073
3933,-0.002197,-0.001329,0.001478,-0.000011,0.000552,0.00152,-0.000731
3932.5,-0.002384,-0.001829,0.001249,-0.000344,0.000236,0.001709,-0.000902
3932,-0.002612,-0.002121,0.000729,-0.000764,-0.00018,0.001716,-0.001168
3931.5,-0.002689,-0.001968,0.000223,-0.000949,-0.000377,0.001602,-0.001341
3931,-0.002499,-0.001422,0.000017,-0.000704,-0.000161,0.00147,-0.001314
3930.5,-0.002121,-0.00077,0.000159,-0.000149,0.000365,0.001345,-0.001134
3930,-0.00176,-0.000265,0.000481,0.000388,0.000917,0.00121,-0.000898
3929.5,-0.001573,0.000054,0.000761,0.000661,0.001261,0.001087,-0.000631
3929,-0.001562,0.000242,0.000865,0.000663,0.001352,0.001025,-0.000316
3928.5,-0.001633,0.000263,0.000762,0.000546,0.001293,0.001037,-0.000031
3928,-0.0017,0.00002,0.000503,0.000447,0.001222,0.001076,0.000052
3927.5,-0.001736,-0.000451,0.000219,0.000422,0.001215,0.001114,-0.00015
3927,-0.001752,-0.000917,0.000084,0.000493,0.001233,0.001177,-0.000521
3926.5,-0.001772,-0.001108,0.000196,0.000662,0.001146,0.001287,-0.000836
3926,-0.001813,-0.000962,0.000469,0.000872,0.000852,0.001392,-0.000985
3925.5,-0.001864,-0.000675,0.000688,0.000991,0.000424,0.001375,-0.001047
3925,-0.001874,-0.000508,0.000725,0.000909,0.000095,0.001165,-0.00116
3924.5,-0.001779,-0.000562,0.000668,0.000651,0.000044,0.000821,-0.001331
3924,-0.001584,-0.000749,0.000692,0.000353,0.000221,0.000507,-0.001459
3923.5,-0.001407,-0.000942,0.000849,0.000135,0.000417,0.000365,-0.001481
3923,-0.001393,-0.001076,0.001024,0.000019,0.000457,0.000415,-0.001454
3922.5,-0.001587,-0.001164,0.001057,-0.00005,0.000313,0.000543,-0.001489
3922,-0.001897,-0.00125,0.000865,-0.00014,0.000043,0.000577,-0.001643
3921.5,-0.002191,-0.001373,0.000506,-0.000292,-0.000306,0.000402,-0.001878
3921,-0.002418,-0.001539,0.000151,-0.00051,-0.000705,0.000084,-0.002084
3920.5,-0.00263,-0.001708,-0.000007,-0.000732,-0.001058,-0.000126,-0.002166
3920,-0.002864,-0.001807,0.0001,-0.000832,-0.001201,0.000002,-0.00211
3919.5,-0.003055,-0.001778,0.000386,-0.000726,-0.001037,0.00048,-0.001993
3919,-0.003097,-0.001623,0.000683,-0.000459,-0.000648,0.0011,-0.001913
3918.5,-0.002987,-0.001393,0.000876,-0.000179,-0.00025,0.001615,-0.001898
3918,-0.002859,-0.001157,0.000951,-0.000002,-0.000017,0.001933,-0.00188
3917.5,-0.00284,-0.000955,0.000974,0.000119,0.000091,0.002171,-0.001745
3917,-0.002865,-0.000779,0.001021,0.000341,0.000288,0.002458,-0.00145
3916.5,-0.002747,-0.00061,0.001139,0.000703,0.00068,0.002699,-0.001091
3916,-0.002416,-0.000459,0.001306,0.00105,0.001136,0.002659,-0.000823
3915.5,-0.001993,-0.000368,0.00144,0.001201,0.001421,0.002232,-0.000727
3915,-0.001632,-0.000356,0.00148,0.001144,0.001433,0.001584,-0.000755
3914.5,-0.001362,-0.000365,0.001459,0.001033,0.0013,0.001046,-0.00079
3914,-0.001116,-0.000298,0.001457,0.001013,0.00125,0.000844,-0.000767
3913.5,-0.000891,-0.00013,0.001479,0.001066,0.001355,0.000902,-0.000744
3913,-0.000831,0.000012,0.001397,0.001035,0.001447,0.000933,-0.000839
3912.5,-0.0011,-0.000059,0.001071,0.000808,0.001282,0.000711,-0.001094
3912,-0.001687,-0.000411,0.000537,0.000451,0.000811,0.000283,-0.001411
3911.5,-0.002363,-0.000889,0.000051,0.000162,0.000251,-0.000109,-0.001645
3911,-0.002823,-0.001236,-0.000113,0.0001,-0.000111,-0.000269,-0.00175
3910.5,-0.002888,-0.001312,0.000097,0.000261,-0.000168,-0.000198,-0.001784
3910,-0.002585,-0.00116,0.000494,0.000519,-0.000031,-0.000027,-0.001787
3909.5,-0.002111,-0.000927,0.000851,0.000755,0.00012,0.000167,-0.001729
3909,-0.001721,-0.00074,0.001109,0.00095,0.000227,0.000426,-0.00159
3908.5,-0.001581,-0.000673,0.00136,0.001163,0.000359,0.000788,-0.001436
3908,-0.001679,-0.000765,0.001669,0.001431,0.000575,0.001201,-0.00135
3907.5,-0.001877,-0.001012,0.001955,0.001706,0.000789,0.001555,-0.001315
3907,-0.002054,-0.001289,0.002067,0.001865,0.000858,0.001777,-0.001231
3906.5,-0.002162,-0.001364,0.001962,0.001828,0.00079,0.001861,-0.001058
3906,-0.002165,-0.001084,0.001763,0.001651,0.000739,0.001821,-0.000873
3905.5,-0.002064,-0.000614,0.00163,0.001463,0.000736,0.001662,-0.000781
3905,-0.002019,-0.00039,0.001596,0.001305,0.000565,0.001438,-0.000798
3904.5,-0.002289,-0.000633,0.001572,0.001068,0.000135,0.001316,-0.000861
3904,-0.002869,-0.001029,0.001526,0.000688,-0.000232,0.001486,-0.000944
3903.5,-0.003346,-0.001075,0.001589,0.000308,-0.00015,0.002023,-0.001071
3903,-0.003268,-0.000626,0.001933,0.000169,0.000318,0.002852,-0.001204
3902.5,-0.00264,-0.000032,0.002483,0.000354,0.000654,0.003744,-0.001212
3902,-0.001987,0.000246,0.002885,0.000664,0.000489,0.004376,-0.001009
3901.5,-0.001804,0.000116,0.002866,0.000819,0.000019,0.00453,-0.0007
3901,-0.0021,-0.000176,0.002497,0.00071,-0.000333,0.004189,-0.000477
3900.5,-0.002573,-0.000353,0.002095,0.000423,-0.000403,0.003504,-0.000423
3900,-0.002901,-0.000326,0.001917,0.00013,-0.00033,0.002769,-0.000455
3899.5,-0.002924,-0.000236,0.00189,-0.00003,-0.000308,0.002285,-0.000472
3899,-0.002724,-0.000306,0.001714,-0.000051,-0.000362,0.002076,-0.000525
3898.5,-0.002496,-0.000642,0.001226,-0.000019,-0.000416,0.001903,-0.000761
3898,-0.002396,-0.001162,0.000521,-0.000017,-0.000439,0.001595,-0.001237
3897.5,-0.002465,-0.001648,-0.000155,-0.000055,-0.000435,0.001198,-0.001843
3897,-0.002626,-0.001896,-0.000565,-0.000088,-0.000405,0.00088,-0.002384
3896.5,-0.002778,-0.00189,-0.000627,-0.000091,-0.00034,0.000747,-0.002727
3896,-0.002883,-0.00179,-0.000458,-0.000087,-0.000227,0.000715,-0.002852
3895.5,-0.002969,-0.001765,-0.000271,-0.00011,-0.000087,0.000606,-0.002812
3895,-0.003065,-0.001844,-0.000228,-0.000161,-0.000036,0.000342,-0.002693
3894.5,-0.003189,-0.001918,-0.000332,-0.000226,-0.000233,0.000006,-0.002582
3894,-0.003344,-0.00187,-0.000451,-0.000296,-0.000679,-0.000263,-0.002516
3893.5,-0.003473,-0.001668,-0.000454,-0.000346,-0.001113,-0.000396,-0.002468
3893,-0.003453,-0.00139,-0.000316,-0.000308,-0.001189,-0.000383,-0.002382
3892.5,-0.003221,-0.001181,-0.000127,-0.000131,-0.000838,-0.000233,-0.002224
3892,-0.002922,-0.001159,0.000003,0.0001,-0.000388,0.000028,-0.002001
3891.5,-0.002789,-0.001282,0.000057,0.000203,-0.000179,0.000337,-0.001717
3891,-0.002826,-0.001395,0.000104,0.000117,-0.000158,0.00059,-0.001373
3890.5,-0.002787,-0.001404,0.000164,-0.00001,-0.000069,0.000703,-0.001002
3890,-0.002492,-0.00131,0.000227,0.000026,0.000193,0.000633,-0.000656
3889.5,-0.002005,-0.001161,0.000359,0.000332,0.000512,0.000451,-0.000355
3889,-0.001553,-0.001041,0.00063,0.000839,0.000683,0.000383,-0.000098
3888.5,-0.001331,-0.001024,0.001033,0.001322,0.000608,0.000602,0.000096
3888,-0.001335,-0.0011,0.001479,0.001549,0.000362,0.001092,0.000176
3887.5,-0.001387,-0.001174,0.001816,0.001395,0.000093,0.001682,0.000098
3887,-0.001343,-0.001189,0.00186,0.000884,-0.00016,0.002117,-0.000139
3886.5,-0.001296,-0.00125,0.001517,0.000195,-0.000498,0.002189,-0.0005
3886,-0.001497,-0.001444,0.000931,-0.00036,-0.00087,0.001934,-0.000875
3885.5,-0.001955,-0.001622,0.000394,-0.000508,-0.001021,0.001572,-0.001131
3885,-0.002368,-0.001593,0.000059,-0.0002,-0.000831,0.001289,-0.001242
3884.5,-0.002509,-0.00136,-0.000073,0.000362,-0.000441,0.001134,-0.001289
3884,-0.002419,-0.001097,0.00002,0.00087,-0.000049,0.001042,-0.001337
3883.5,-0.002266,-0.000996,0.000355,0.001112,0.000221,0.000963,-0.001369
3883,-0.002169,-0.00113,0.000854,0.001082,0.000323,0.000884,-0.001339
3882.5,-0.002117,-0.001413,0.001356,0.000911,0.000239,0.000833,-0.001234
3882,-0.002039,-0.001655,0.001699,0.000726,0.000007,0.000919,-0.00107
3881.5,-0.001925,-0.001667,0.001801,0.000596,-0.000223,0.001251,-0.000881
3881,-0.001884,-0.00141,0.001684,0.000552,-0.000275,0.001747,-0.000768
3880.5,-0.002065,-0.001039,0.001456,0.000586,-0.00012,0.002074,-0.000862
3880,-0.002474,-0.000757,0.001244,0.000612,0.000057,0.00197,-0.001155
3879.5,-0.002915,-0.000655,0.001028,0.000528,0.000086,0.001568,-0.001459
3879,-0.003142,-0.000676,0.000738,0.000316,0.00001,0.001113,-0.001553
3878.5,-0.003035,-0.000679,0.000484,0.000052,0.000057,0.00073,-0.00138
3878,-0.00268,-0.000589,0.00041,-0.000162,0.000368,0.00055,-0.001117
3877.5,-0.002334,-0.000491,0.000506,-0.000304,0.000792,0.000606,-0.001044
3877,-0.002269,-0.000551,0.00064,-0.000436,0.000997,0.000743,-0.001329
3876.5,-0.002555,-0.000814,0.000702,-0.000608,0.000796,0.000745,-0.001904
3876,-0.002973,-0.001104,0.00069,-0.000758,0.000328,0.000509,-0.002505
3875.5,-0.003158,-0.001179,0.000675,-0.000723,-0.0001,0.000141,-0.002809
3875,-0.002925,-0.001004,0.00069,-0.000396,-0.000306,-0.000107,-0.002644
3874.5,-0.002454,-0.000801,0.000669,0.000094,-0.000319,-0.000096,-0.00216
3874,-0.00208,-0.000754,0.00057,0.000445,-0.000244,0.000038,-0.001687
3873.5,-0.001973,-0.000814,0.000424,0.000444,-0.000154,0.000132,-0.001441
3873,-0.00216,-0.000824,0.000222,0.000116,-0.000089,0.000166,-0.001433
3872.5,-0.002619,-0.000692,-0.000023,-0.000321,-0.000047,0.000163,-0.001588
3872,-0.003208,-0.000433,-0.000232,-0.000589,0.000039,0.000258,-0.001817
3871.5,-0.003589,-0.00013,-0.000328,-0.000491,0.000251,0.000673,-0.001983
3871,-0.003433,0.000069,-0.000284,-0.000089,0.000513,0.001401,-0.001924
3870.5,-0.002847,0.000042,-0.000139,0.000269,0.000579,0.002045,-0.00161
3870,-0.002383,-0.000122,0.000045,0.000337,0.000399,0.002125,-0.001203
3869.5,-0.002339,-0.000206,0.000317,0.000275,0.000221,0.001607,-0.000873
3869,-0.00249,-0.000203,0.000637,0.000325,0.000187,0.000953,-0.000676
3868.5,-0.002578,-0.000316,0.000761,0.000454,0.000181,0.000487,-0.000636
3868,-0.002609,-0.00069,0.00056,0.000459,0.000052,0.000138,-0.000803
3867.5,-0.002695,-0.001237,0.000139,0.000245,-0.000181,-0.000112,-0.00121
3867,-0.002819,-0.001689,-0.000269,-0.000054,-0.000346,-0.000152,-0.001804
3866.5,-0.002805,-0.001805,-0.000431,-0.000207,-0.000292,0.000055,-0.002405
3866,-0.002503,-0.001592,-0.000271,-0.000099,-0.000054,0.000397,-0.002723
3865.5,-0.001994,-0.00132,0.000041,0.000141,0.000176,0.000684,-0.002534
3865,-0.001537,-0.001216,0.000253,0.000296,0.000282,0.000771,-0.001922
3864.5,-0.001307,-0.001249,0.00033,0.000283,0.00028,0.000622,-0.001245
3864,-0.001329,-0.001282,0.000353,0.000109,0.0002,0.000345,-0.000829
3863.5,-0.001595,-0.001249,0.000297,-0.000241,0.000048,0.000062,-0.00079
3863,-0.00204,-0.001172,0.000077,-0.000724,-0.000133,-0.000138,-0.001031
3862.5,-0.002461,-0.001109,-0.000287,-0.001136,-0.00026,-0.000104,-0.001341
3862,-0.002633,-0.001057,-0.000576,-0.001219,-0.00024,0.000247,-0.001532
3861.5,-0.00251,-0.000939,-0.000542,-0.000895,-0.000058,0.000768,-0.001545
3861,-0.002232,-0.000723,-0.00018,-0.000339,0.000177,0.00118,-0.001446
3860.5,-0.001975,-0.000502,0.00028,0.000189,0.000309,0.001293,-0.001353
3860,-0.001812,-0.00042,0.00062,0.000534,0.000286,0.001134,-0.001343
3859.5,-0.001697,-0.00054,0.000794,0.000708,0.000233,0.000895,-0.001409
3859,-0.001564,-0.000784,0.000886,0.000802,0.000338,0.000732,-0.001507
3858.5,-0.001431,-0.001004,0.000957,0.000854,0.000627,0.000635,-0.00163
3858,-0.0014,-0.001102,0.000975,0.000815,0.000853,0.000511,-0.001791
3857.5,-0.00156,-0.001091,0.000903,0.000663,0.000689,0.00035,-0.001936
3857,-0.001949,-0.001055,0.000778,0.000477,0.000041,0.000253,-0.001992
3856.5,-0.002564,-0.001052,0.000628,0.000349,-0.000852,0.00032,-0.002009
3856,-0.00332,-0.001057,0.000376,0.000316,-0.001606,0.000558,-0.002115
3855.5,-0.004043,-0.001042,-0.000033,0.000329,-0.002007,0.000831,-0.002355
3855,-0.004627,-0.001184,-0.000418,0.000166,-0.002466,0.000913,-0.00267
3854.5,-0.005341,-0.001611,-0.000489,-0.000414,-0.00333,0.000825,-0.003013
3854,-0.00621,-0.001885,-0.00054,-0.001065,-0.003844,0.000851,-0.00327
3853.5,-0.006558,-0.001584,-0.000843,-0.001167,-0.003312,0.000809,-0.00327
3853,-0.006056,-0.000876,-0.00098,-0.000728,-0.00207,0.000587,-0.002937
3852.5,-0.005113,-0.000229,-0.000737,-0.000234,-0.00091,0.000489,-0.00234
3852,-0.004254,0.000065,-0.000323,0.000005,-0.000292,0.000478,-0.001693
3851.5,-0.003649,0.000082,0.000006,0.000071,-0.00011,0.00043,-0.001235
3851,-0.00317,0.000043,0.000159,0.000137,-0.000087,0.000359,-0.001083
3850.5,-0.002776,0.000084,0.000223,0.000226,-0.000076,0.000319,-0.00119
3850,-0.002553,0.000181,0.000288,0.000268,-0.000021,0.000383,-0.001382
3849.5,-0.002516,0.000199,0.000368,0.000262,0.00009,0.000565,-0.001478
3849,-0.002542,0.000032,0.000453,0.000288,0.000215,0.000798,-0.001412
3848.5,-0.002507,-0.000275,0.000529,0.00038,0.000276,0.000991,-0.001242
3848,-0.002401,-0.000562,0.000575,0.000447,0.000249,0.001066,-0.001054
3847.5,-0.002303,-0.000725,0.000555,0.000352,0.000157,0.000988,-0.00092
3847,-0.002308,-0.000821,0.000445,0.000056,0.000017,0.000807,-0.000905
3846.5,-0.002461,-0.000974,0.000268,-0.000307,-0.000156,0.000633,-0.001051
3846,-0.002688,-0.001185,0.000117,-0.000521,-0.000289,0.000569,-0.001311
3845.5,-0.002794,-0.001308,0.000111,-0.00043,-0.000282,0.000661,-0.001521
3845,-0.002623,-0.001216,0.000317,-0.000061,-0.000146,0.000858,-0.001479
3844.5,-0.002232,-0.000962,0.000658,0.000388,-0.000034,0.001023,-0.001121
3844,-0.001884,-0.000694,0.000995,0.000723,-0.000036,0.001044,-0.00062
3843.5,-0.001756,-0.000448,0.00129,0.000922,-0.000028,0.000964,-0.000221
3843,-0.001795,-0.000176,0.001585,0.001074,0.000129,0.000956,-0.000022
3842.5,-0.001902,0.000083,0.001822,0.001179,0.000391,0.001103,0.000007
3842,-0.002072,0.000165,0.001792,0.001104,0.000565,0.001281,-0.0001
3841.5,-0.002337,-0.000078,0.001285,0.000754,0.000483,0.001332,-0.000354
3841,-0.002681,-0.000553,0.000359,0.000246,0.000175,0.001191,-0.000744
3840.5,-0.003067,-0.000978,-0.000607,-0.000198,-0.00018,0.00085,-0.001218
3840,-0.00351,-0.001192,-0.00125,-0.000514,-0.000472,0.000318,-0.001775
3839.5,-0.004027,-0.001271,-0.001521,-0.000811,-0.000715,-0.000373,-0.002442
3839,-0.004507,-0.001424,-0.001584,-0.001153,-0.001036,-0.001211,-0.003122
3838.5,-0.004729,-0.001777,-0.001555,-0.001426,-0.001586,-0.002071,-0.003563
3838,-0.004649,-0.002114,-0.001446,-0.001472,-0.002176,-0.002706,-0.003563
3837.5,-0.00438,-0.002125,-0.001264,-0.001265,-0.002416,-0.003012,-0.003169
3837,-0.003958,-0.001781,-0.001065,-0.000881,-0.002192,-0.002973,-0.002562
