Wavelength,calib_1,calib_2,calib_3,calib_4,calib_5,calib_6,calib_7
1075.5,0.068401,0.080678,0.092716,0.091727,0.095221,0.09482,0.069258
1075,0.070103,0.082564,0.094361,0.093462,0.097567,0.096949,0.071179
1074.5,0.071581,0.084623,0.095815,0.094901,0.099294,0.09859,0.072672
1074,0.072765,0.086401,0.097003,0.095665,0.100154,0.099848,0.073277
1073.5,0.073575,0.087246,0.097979,0.095699,0.100386,0.100951,0.073034
1073,0.074249,0.086943,0.098823,0.095607,0.100561,0.101901,0.07247
1072.5,0.07535,0.086086,0.099692,0.096186,0.10118,0.102613,0.072376
1072,0.077098,0.085737,0.100873,0.097569,0.102359,0.103228,0.073398
1071.5,0.078863,0.086584,0.102449,0.099104,0.103771,0.103986,0.075534
1071,0.07974,0.088397,0.10395,0.100214,0.104876,0.104846,0.078044
1070.5,0.079619,0.090334,0.104701,0.101083,0.105327,0.105451,0.080021
1070,0.079295,0.091809,0.104618,0.102155,0.1052,0.105462,0.081077
1069.5,0.079515,0.09299,0.104368,0.103288,0.104801,0.104924,0.081461
1069,0.080363,0.094386,0.104654,0.103938,0.104366,0.10444,0.081745
1068.5,0.081669,0.096085,0.105599,0.10411,0.104141,0.104942,0.082601
1068,0.083596,0.097627,0.106937,0.10455,0.104626,0.106943,0.084595
1067.5,0.08642,0.098681,0.108551,0.105842,0.106371,0.10989,0.087769
1067,0.089908,0.099658,0.110576,0.107791,0.109359,0.112578,0.091403
1066.5,0.093241,0.101436,0.113021,0.109854,0.112815,0.114404,0.094431
1066,0.095666,0.104414,0.115469,0.111769,0.115885,0.115862,0.096258
1065.5,0.097124,0.107998,0.117329,0.113576,0.118422,0.117583,0.097139
1065,0.098273,0.111096,0.118458,0.115427,0.120898,0.119449,0.097882
1064.5,0.100002,0.113149,0.119539,0.117643,0.123698,0.121115,0.09933
1064,0.102902,0.114696,0.12161,0.120577,0.126771,0.122926,0.101951
1063.5,0.107037,0.116927,0.125084,0.124164,0.129939,0.125581,0.105598
1063,0.112064,0.120681,0.12942,0.127926,0.133242,0.129104,0.109698
1062.5,0.117515,0.1258,0.133898,0.131688,0.136792,0.132871,0.113865
1062,0.123004,0.131271,0.138468,0.135874,0.140476,0.136601,0.118283
1061.5,0.128287,0.136032,0.143502,0.14074,0.144043,0.140656,0.123302
1061,0.133201,0.139775,0.14889,0.145671,0.147426,0.145225,0.128695
1060.5,0.137569,0.142986,0.153872,0.149669,0.150713,0.149869,0.133546
1060,0.141136,0.14616,0.157771,0.152317,0.153791,0.15404,0.136956
1059.5,0.143692,0.149126,0.160489,0.153883,0.156283,0.157546,0.138776
1059,0.145374,0.151416,0.162288,0.15483,0.158028,0.160336,0.139742
1058.5,0.146754,0.153109,0.163534,0.155737,0.159421,0.162378,0.140948
1058,0.148439,0.154826,0.164689,0.157242,0.160927,0.16391,0.14304
1057.5,0.150568,0.156842,0.166081,0.159398,0.162383,0.165335,0.145733
1057,0.152786,0.158653,0.167498,0.161297,0.163184,0.166698,0.148125
1056.5,0.154611,0.159632,0.168272,0.161976,0.163169,0.167661,0.149544
1056,0.155699,0.159728,0.167907,0.161557,0.162816,0.167958,0.149984
1055.5,0.155854,0.159264,0.166446,0.160902,0.16242,0.167395,0.149679
1055,0.155079,0.158362,0.164221,0.160345,0.161582,0.165516,0.148607
1054.5,0.153658,0.156899,0.161583,0.159511,0.159868,0.162047,0.146732
1054,0.152,0.15484,0.158958,0.158259,0.157619,0.157864,0.144463
1053.5,0.15032,0.152425,0.156824,0.156971,0.155624,0.154738,0.142501
1053,0.148599,0.150157,0.155398,0.155746,0.154162,0.153631,0.141274
1052.5,0.146824,0.148648,0.154472,0.154096,0.152856,0.153635,0.140727
1052,0.145134,0.14816,0.153704,0.151819,0.151463,0.153053,0.140587
1051.5,0.143783,0.148216,0.152974,0.149596,0.150332,0.15124,0.140569
1051,0.143076,0.148029,0.1523,0.14828,0.149928,0.148958,0.14036
1050.5,0.143102,0.147383,0.151517,0.147895,0.150133,0.147236,0.139659
1050,0.143296,0.146709,0.150273,0.147696,0.15023,0.146447,0.138382
1049.5,0.142656,0.146185,0.148492,0.147038,0.149559,0.146322,0.136789
1049,0.140838,0.145392,0.146743,0.145937,0.148149,0.146369,0.135354
1048.5,0.138787,0.144135,0.145882,0.144893,0.146655,0.146184,0.134475
1048,0.137733,0.14295,0.146155,0.144364,0.145666,0.145667,0.134178
1047.5,0.137701,0.142252,0.146765,0.144329,0.14511,0.14496,0.134079
1047,0.137657,0.141559,0.146561,0.14422,0.144478,0.144099,0.133774
1046.5,0.136999,0.140205,0.145172,0.143414,0.143552,0.142939,0.133266
1046,0.136172,0.138436,0.143248,0.141905,0.142619,0.141589,0.132883
1045.5,0.135684,0.137172,0.14165,0.140415,0.141901,0.140648,0.132849
1045,0.135311,0.136863,0.140705,0.139766,0.141188,0.140633,0.133123
1044.5,0.134663,0.137141,0.140258,0.140136,0.140252,0.141268,0.13354
1044,0.133911,0.137459,0.14002,0.14089,0.139292,0.141704,0.13379
1043.5,0.13339,0.137469,0.13962,0.141045,0.138587,0.141373,0.133316
1043,0.132888,0.136818,0.138629,0.139954,0.13789,0.140273,0.131734
1042.5,0.131871,0.135192,0.136835,0.137721,0.136583,0.138464,0.129432
1042,0.130221,0.132769,0.134442,0.135005,0.134435,0.135798,0.127298
1041.5,0.128323,0.130213,0.131835,0.132381,0.131894,0.132356,0.125659
1041,0.126565,0.127986,0.12932,0.129925,0.129562,0.128774,0.123907
1040.5,0.125052,0.125885,0.127118,0.127424,0.127555,0.125728,0.121384
1040,0.123649,0.123348,0.125349,0.124788,0.125416,0.123253,0.118252
1039.5,0.122034,0.12011,0.123847,0.122088,0.122617,0.120902,0.115212
1039,0.119921,0.116554,0.12222,0.119382,0.119205,0.118523,0.112741
1038.5,0.117469,0.113514,0.120245,0.116748,0.115999,0.116517,0.110869
1038,0.115214,0.111659,0.118009,0.114434,0.113988,0.115233,0.109351
1037.5,0.113347,0.110894,0.11561,0.112728,0.113397,0.114423,0.107806
1037,0.111435,0.110458,0.113112,0.111671,0.113467,0.113545,0.106015
1036.5,0.109217,0.109681,0.110933,0.111019,0.113252,0.112432,0.104343
1036,0.107267,0.108521,0.109777,0.110461,0.112435,0.111386,0.103538
1035.5,0.106303,0.107283,0.109728,0.109749,0.111232,0.110605,0.103777
1035,0.106089,0.106141,0.109745,0.108669,0.109794,0.109806,0.10425
1034.5,0.105638,0.105216,0.108622,0.107108,0.108089,0.108586,0.104022
1034,0.104441,0.104754,0.106374,0.105194,0.106239,0.107022,0.103046
1033.5,0.102905,0.104786,0.104176,0.103294,0.104595,0.105672,0.10194
1033,0.101571,0.104785,0.102987,0.101895,0.10343,0.104952,0.10109
1032.5,0.100533,0.104168,0.10275,0.101504,0.102787,0.104694,0.100519
1032,0.099839,0.103132,0.102955,0.102409,0.102604,0.104481,0.10037
1031.5,0.099828,0.102564,0.103434,0.104249,0.102783,0.104275,0.100878
1031,0.100674,0.103075,0.104312,0.105987,0.103182,0.104491,0.101848
1030.5,0.101984,0.104468,0.105501,0.106742,0.103774,0.105435,0.102727
1030,0.103271,0.106117,0.106637,0.106723,0.104766,0.106929,0.103286
1029.5,0.104546,0.107459,0.107486,0.106952,0.106282,0.10856,0.103808
1029,0.106016,0.108137,0.108196,0.108003,0.107988,0.110014,0.104534
1028.5,0.107422,0.108124,0.109067,0.109376,0.109317,0.111011,0.105322
1028,0.10816,0.107853,0.110089,0.110185,0.110055,0.111203,0.105968
1027.5,0.10802,0.10784,0.110783,0.11012,0.110372,0.110514,0.106468
1027,0.107411,0.108057,0.110629,0.109529,0.110312,0.109478,0.106791
1026.5,0.106844,0.107973,0.109713,0.108827,0.1097,0.108851,0.106671
1026,0.106509,0.107299,0.108801,0.108151,0.108638,0.108799,0.10587
1025.5,0.106405,0.106377,0.108603,0.107448,0.107662,0.108768,0.104532
1025,0.106552,0.10567,0.109095,0.106636,0.107186,0.108305,0.103172
1024.5,0.106867,0.105227,0.109663,0.105716,0.107087,0.107656,0.102347
1024,0.107014,0.104836,0.109709,0.104898,0.107019,0.10732,0.102271
1023.5,0.106631,0.104387,0.108942,0.104563,0.106856,0.107312,0.102601
1023,0.105632,0.103838,0.107314,0.104926,0.106599,0.107225,0.102646
1022.5,0.104123,0.10303,0.105091,0.10565,0.106097,0.106848,0.10195
1022,0.102163,0.101833,0.102901,0.105908,0.10518,0.106259,0.100655
1021.5,0.099814,0.100357,0.101307,0.104965,0.103915,0.105334,0.099212
1021,0.097337,0.098805,0.100262,0.10276,0.102446,0.103598,0.09787
1020.5,0.095019,0.097191,0.099206,0.099973,0.100704,0.100823,0.096592
1020,0.092795,0.095343,0.097696,0.097447,0.098547,0.097519,0.095284
1019.5,0.090324,0.093128,0.095718,0.095472,0.096124,0.094554,0.093864
1019,0.08752,0.090538,0.093363,0.093592,0.093772,0.092336,0.092146
1018.5,0.084683,0.087619,0.090501,0.091163,0.091519,0.09049,0.089918
1018,0.081987,0.08446,0.086974,0.088086,0.088981,0.088311,0.087156
1017.5,0.07925,0.081296,0.082977,0.084938,0.085915,0.085513,0.084119
1017,0.076479,0.078514,0.079105,0.082414,0.082667,0.082524,0.081292
1016.5,0.07423,0.076454,0.075982,0.080749,0.079882,0.080057,0.0792
1016,0.07292,0.075087,0.073814,0.079636,0.077845,0.078368,0.077994
1015.5,0.072028,0.073876,0.072283,0.078576,0.0763,0.077022,0.077127
1015,0.070534,0.072097,0.070897,0.077204,0.074892,0.075413,0.075757
1014.5,0.068126,0.069464,0.069406,0.075339,0.073559,0.073404,0.073651
1014,0.065441,0.066455,0.067865,0.072917,0.072388,0.071356,0.071401
1013.5,0.063115,0.063901,0.066372,0.070021,0.071251,0.069627,0.069514
1013,0.061115,0.062241,0.064923,0.066991,0.069765,0.068175,0.067711
1012.5,0.059173,0.061224,0.063502,0.064327,0.067661,0.066622,0.065475
1012,0.057376,0.060283,0.062113,0.062348,0.065115,0.064598,0.062963
1011.5,0.056004,0.059097,0.060648,0.060955,0.062653,0.062096,0.060852
1011,0.055089,0.057746,0.058982,0.059824,0.060762,0.059571,0.059457
1010.5,0.054442,0.056473,0.057338,0.058775,0.059559,0.057646,0.058549
1010,0.053924,0.055439,0.056288,0.05781,0.058735,0.056644,0.05794
1009.5,0.053408,0.054689,0.056148,0.056825,0.057782,0.056411,0.057667
1009,0.052612,0.054214,0.056437,0.055557,0.056367,0.056536,0.057502
1008.5,0.051285,0.05395,0.056201,0.053972,0.054609,0.056612,0.056836
1008,0.049561,0.053702,0.054898,0.052487,0.053029,0.05627,0.055365
1007.5,0.047918,0.053159,0.052837,0.051549,0.052103,0.055252,0.053559
1007,0.046739,0.052088,0.050761,0.051074,0.051787,0.053639,0.052133
1006.5,0.046007,0.050554,0.049159,0.050533,0.051538,0.051897,0.051245
1006,0.04539,0.048863,0.04802,0.049579,0.050845,0.050452,0.050462
1005.5,0.044524,0.047242,0.047062,0.048343,0.049681,0.049292,0.049336
1005,0.04328,0.04564,0.046082,0.047063,0.04832,0.04811,0.047769
1004.5,0.041873,0.043904,0.045116,0.045741,0.046887,0.046721,0.045957
1004,0.040749,0.042108,0.044318,0.044367,0.045366,0.045206,0.044257
1003.5,0.04025,0.040633,0.043741,0.04327,0.044019,0.043795,0.043091
1003,0.040331,0.039922,0.04331,0.042909,0.04341,0.042826,0.042684
1002.5,0.040628,0.040159,0.042991,0.043321,0.043733,0.042662,0.042806
1002,0.040792,0.041058,0.042853,0.043976,0.044375,0.043287,0.042893
1001.5,0.04075,0.041992,0.042902,0.04432,0.044521,0.044074,0.042552
1001,0.040699,0.042482,0.043006,0.044342,0.044157,0.044337,0.041923
1000.5,0.04089,0.042712,0.043108,0.04447,0.04407,0.04417,0.041541
1000,0.041387,0.043352,0.043364,0.04496,0.044786,0.044357,0.041857
999.5,0.041997,0.044676,0.043898,0.045564,0.045898,0.045326,0.042847
999,0.042487,0.045996,0.044537,0.045877,0.046635,0.0466,0.044044
998.5,0.042879,0.046348,0.045006,0.045888,0.046803,0.047487,0.044949
998,0.043436,0.045702,0.045317,0.046017,0.046869,0.047958,0.045431
997.5,0.044307,0.045064,0.045744,0.046609,0.047275,0.048448,0.045724
997,0.045275,0.045289,0.046465,0.047577,0.048005,0.049069,0.046125
996.5,0.045991,0.04619,0.047402,0.048591,0.048763,0.049499,0.046794
996,0.046397,0.047027,0.048377,0.049451,0.049291,0.049617,0.047756
995.5,0.046812,0.047513,0.049242,0.050106,0.049542,0.049795,0.04889
995,0.047621,0.047986,0.049896,0.050494,0.049744,0.050455,0.049914
994.5,0.048942,0.048794,0.050411,0.050608,0.050319,0.05161,0.050607
994,0.050551,0.049942,0.051092,0.050724,0.051521,0.052974,0.051132
993.5,0.05206,0.051285,0.052187,0.051271,0.053125,0.054304,0.051916
993,0.053183,0.052686,0.053519,0.052388,0.054585,0.05546,0.053081
992.5,0.053881,0.053881,0.054611,0.053738,0.055553,0.056254,0.054191
992,0.054259,0.054485,0.055238,0.054853,0.056104,0.05648,0.054728
991.5,0.054381,0.054374,0.055646,0.055552,0.056478,0.056184,0.054711
991,0.054266,0.05396,0.056157,0.055973,0.056777,0.055749,0.054633
990.5,0.054035,0.053842,0.056722,0.056298,0.056967,0.055606,0.054868
990,0.053893,0.054178,0.056991,0.056567,0.057033,0.055878,0.055337
989.5,0.053879,0.054549,0.056763,0.056699,0.057004,0.056373,0.055732
989,0.053786,0.054497,0.056247,0.0566,0.056913,0.056885,0.055864
988.5,0.053436,0.054058,0.055889,0.056283,0.056802,0.057363,0.055723
988,0.052942,0.053663,0.055967,0.055895,0.056714,0.057768,0.055379
987.5,0.052567,0.053592,0.05632,0.055613,0.056622,0.057925,0.054948
987,0.052384,0.053715,0.056478,0.055488,0.056438,0.057686,0.054597
986.5,0.052217,0.05375,0.056105,0.055443,0.056167,0.057184,0.054453
986,0.051907,0.053597,0.055315,0.055445,0.055968,0.056754,0.05447
985.5,0.051453,0.053293,0.054486,0.055555,0.055959,0.05656,0.054445
985,0.050859,0.052759,0.053811,0.055743,0.055984,0.056404,0.054161
984.5,0.049978,0.051816,0.053145,0.055735,0.055697,0.05595,0.053507
984,0.048644,0.050454,0.052292,0.055173,0.054886,0.055084,0.052494
983.5,0.046908,0.048911,0.051309,0.053939,0.053666,0.053973,0.051207
983,0.045069,0.047427,0.050425,0.052279,0.052337,0.052842,0.049758
982.5,0.043434,0.046022,0.049733,0.050582,0.051102,0.051736,0.048236
982,0.042061,0.044604,0.049049,0.049104,0.04993,0.050535,0.046672
981.5,0.040749,0.043196,0.04808,0.047883,0.048686,0.04916,0.045063
981,0.039264,0.041934,0.046707,0.046836,0.047352,0.047736,0.043425
980.5,0.037559,0.040861,0.045108,0.045867,0.046095,0.046498,0.041797
980,0.035768,0.039826,0.043602,0.044894,0.045086,0.045543,0.040196
979.5,0.034013,0.038624,0.042368,0.043838,0.04426,0.044717,0.038586
979,0.032268,0.037178,0.041295,0.042648,0.04334,0.043803,0.036934
978.5,0.030425,0.035561,0.040157,0.041345,0.042129,0.042751,0.035241
978,0.028442,0.033904,0.038892,0.04003,0.040747,0.041667,0.033522
977.5,0.026391,0.032323,0.03768,0.038803,0.039507,0.040627,0.031767
977,0.024398,0.030884,0.036736,0.037678,0.038604,0.039638,0.029978
976.5,0.022571,0.029591,0.036076,0.036598,0.037981,0.038754,0.028213
976,0.020948,0.0284,0.035512,0.035505,0.037468,0.038083,0.026558
975.5,0.019447,0.027271,0.034808,0.03439,0.036946,0.037635,0.025039
975,0.0179,0.026196,0.033856,0.033272,0.036371,0.037268,0.023603
974.5,0.016201,0.025173,0.03277,0.032188,0.035737,0.036856,0.022187
974,0.01444,0.024162,0.031829,0.031223,0.035104,0.03642,0.020782
973.5,0.012828,0.023112,0.031263,0.030479,0.034602,0.036044,0.019407
973,0.011472,0.022024,0.031035,0.029999,0.034355,0.035735,0.018053
972.5,0.010275,0.020982,0.030889,0.029719,0.034358,0.035444,0.016688
972,0.009068,0.020112,0.030646,0.029514,0.034473,0.03518,0.015326
971.5,0.007814,0.019483,0.030396,0.029263,0.034529,0.035003,0.014056
971,0.006611,0.019041,0.030331,0.028872,0.034426,0.034936,0.012985
970.5,0.00556,0.018634,0.030472,0.028328,0.034195,0.034935,0.012151
970,0.004687,0.018145,0.030633,0.027774,0.03398,0.034942,0.011495
969.5,0.004007,0.017605,0.030659,0.027461,0.033926,0.034915,0.01091
969,0.003566,0.017168,0.030563,0.027517,0.034052,0.034849,0.010324
968.5,0.00337,0.01693,0.030452,0.027783,0.034228,0.034814,0.009735
968,0.003291,0.016818,0.030382,0.027944,0.03432,0.034928,0.009196
967.5,0.003133,0.016697,0.030354,0.027844,0.03434,0.035246,0.008783
967,0.002831,0.016579,0.030397,0.027652,0.034435,0.035684,0.008585
966.5,0.002554,0.016652,0.030568,0.027682,0.034728,0.036138,0.008665
966,0.002577,0.017066,0.030884,0.028103,0.035221,0.036613,0.008993
965.5,0.003022,0.017739,0.031293,0.028801,0.03583,0.037178,0.009438
965,0.00375,0.018425,0.031735,0.029503,0.036438,0.03779,0.009869
964.5,0.004504,0.018953,0.03221,0.030018,0.036921,0.038273,0.010265
964,0.005103,0.019348,0.032752,0.030368,0.037191,0.038498,0.010693
963.5,0.005527,0.019723,0.03335,0.030701,0.037281,0.038534,0.011199
963,0.005837,0.020128,0.033931,0.031087,0.037351,0.038576,0.011771
962.5,0.006087,0.020531,0.034431,0.031446,0.037553,0.038748,0.012386
962,0.006291,0.020906,0.034852,0.031689,0.037903,0.039023,0.013003
961.5,0.00644,0.021274,0.035228,0.031884,0.03834,0.039342,0.013494
961,0.00655,0.021667,0.035595,0.032214,0.038875,0.039762,0.013698
960.5,0.006692,0.02207,0.036027,0.03279,0.039611,0.040436,0.013608
960,0.006915,0.022404,0.036648,0.033536,0.040579,0.041396,0.013408
959.5,0.007078,0.02253,0.037498,0.03424,0.041613,0.042427,0.013207
959,0.006845,0.022335,0.038392,0.034706,0.042452,0.043234,0.012825
958.5,0.006001,0.021879,0.039008,0.034874,0.042958,0.043716,0.012032
958,0.004821,0.021451,0.039194,0.034863,0.043211,0.044018,0.011001
957.5,0.003996,0.021395,0.039126,0.034889,0.043407,0.044292,0.010324
957,0.004045,0.021813,0.03914,0.035111,0.043682,0.044572,0.010457
956.5,0.004804,0.022472,0.039428,0.035518,0.044039,0.044892,0.011246
956,0.005572,0.023015,0.039923,0.035951,0.044388,0.045368,0.012093
955.5,0.00572,0.023218,0.040404,0.036206,0.044632,0.046004,0.012513
955,0.005136,0.023054,0.040642,0.036139,0.044722,0.046541,0.012419
954.5,0.00415,0.022597,0.0405,0.035747,0.044641,0.046664,0.011979
954,0.003156,0.021951,0.039983,0.035189,0.044365,0.046322,0.011356
953.5,0.002317,0.021212,0.039196,0.034634,0.043846,0.045684,0.010622
953,0.001528,0.020409,0.038244,0.034069,0.043067,0.044833,0.009793
952.5,0.000615,0.019484,0.037176,0.033323,0.042089,0.043715,0.008888
952,-0.000429,0.018393,0.036043,0.032318,0.041029,0.042391,0.007955
951.5,-0.001416,0.01722,0.034927,0.031211,0.039962,0.041124,0.007044
951,-0.002179,0.016114,0.033872,0.030191,0.038877,0.040118,0.00617
950.5,-0.002806,0.015133,0.032824,0.029226,0.037702,0.039267,0.005302
950,-0.003571,0.014194,0.031702,0.028142,0.036371,0.038255,0.004424
949.5,-0.004625,0.013218,0.030491,0.02688,0.034892,0.036854,0.003582
949,-0.005832,0.012232,0.029223,0.025555,0.033377,0.035086,0.002839
948.5,-0.006929,0.011301,0.027902,0.024284,0.031995,0.033212,0.002194
948,-0.007807,0.010408,0.026503,0.023086,0.030832,0.031583,0.001576
947.5,-0.008566,0.009469,0.02503,0.021945,0.029793,0.030393,0.000882
947,-0.009339,0.008448,0.023526,0.020871,0.028682,0.029498,0.000021
946.5,-0.010142,0.007401,0.022052,0.019853,0.027423,0.028551,-0.001027
946,-0.010913,0.006402,0.020705,0.018857,0.026142,0.027374,-0.002137
945.5,-0.011642,0.005485,0.019615,0.017886,0.025018,0.026138,-0.003099
945,-0.012404,0.004655,0.018841,0.016967,0.024087,0.025105,-0.003811
944.5,-0.013253,0.003911,0.018255,0.016064,0.02323,0.0243,-0.004368
944,-0.014109,0.003225,0.017621,0.015099,0.022324,0.02352,-0.004908
943.5,-0.014805,0.002512,0.016807,0.014085,0.021351,0.022604,-0.005428
943,-0.015255,0.001677,0.015893,0.013138,0.020377,0.02158,-0.005857
942.5,-0.015537,0.000712,0.015036,0.012337,0.019482,0.020578,-0.006244
942,-0.015759,-0.000242,0.014306,0.011671,0.018724,0.019725,-0.006722
941.5,-0.015911,-0.000964,0.013676,0.011144,0.018112,0.019098,-0.007277
941,-0.015886,-0.001278,0.013123,0.010831,0.017596,0.018692,-0.007697
940.5,-0.015638,-0.001158,0.012682,0.010757,0.017122,0.018386,-0.007786
940,-0.015243,-0.000726,0.012394,0.010806,0.016696,0.018052,-0.007554
939.5,-0.014803,-0.000204,0.012237,0.010834,0.016375,0.017685,-0.007141
939,-0.014364,0.000182,0.012137,0.010809,0.016179,0.017375,-0.006668
938.5,-0.013931,0.000323,0.012034,0.010782,0.016062,0.017153,-0.006186
938,-0.013483,0.000322,0.01194,0.010772,0.015986,0.016966,-0.005681
937.5,-0.012966,0.00043,0.011909,0.010734,0.015957,0.016804,-0.005084
937,-0.012309,0.000802,0.011967,0.010627,0.015962,0.016752,-0.004343
936.5,-0.011496,0.001342,0.012104,0.010467,0.015924,0.016857,-0.003519
936,-0.010572,0.001823,0.012313,0.010344,0.015783,0.017023,-0.002734
935.5,-0.009585,0.002161,0.012583,0.010395,0.015591,0.017109,-0.002015
935,-0.008578,0.002474,0.012837,0.010699,0.015467,0.01709,-0.00128
934.5,-0.00761,0.00292,0.012967,0.011201,0.01548,0.017076,-0.000491
934,-0.006696,0.003543,0.012989,0.011767,0.015631,0.017181,0.000304
933.5,-0.005735,0.004291,0.013082,0.012319,0.01592,0.017416,0.001107
933,-0.004624,0.005087,0.013385,0.01283,0.016327,0.017682,0.00201
932.5,-0.003449,0.005853,0.01382,0.013249,0.016766,0.017847,0.003025
932,-0.002439,0.00653,0.0142,0.013534,0.017131,0.017865,0.003988
931.5,-0.001697,0.007136,0.014473,0.013784,0.017413,0.017827,0.004745
931,-0.001088,0.007731,0.014725,0.014182,0.017688,0.017883,0.005345
930.5,-0.00046,0.008326,0.014993,0.014772,0.017988,0.018105,0.005933
930,0.000164,0.008861,0.015219,0.015392,0.018251,0.018438,0.006568
929.5,0.000718,0.009292,0.015399,0.015868,0.018427,0.018772,0.007233
929,0.001253,0.009623,0.015609,0.016151,0.018525,0.019006,0.007927
928.5,0.001826,0.009838,0.015832,0.016189,0.018525,0.019055,0.008591
928,0.002348,0.009903,0.015904,0.015882,0.018346,0.018872,0.009041
927.5,0.00271,0.009895,0.015732,0.015287,0.017989,0.018526,0.009172
927,0.003026,0.010005,0.015471,0.014757,0.01764,0.018203,0.009187
926.5,0.003536,0.010353,0.015375,0.014695,0.017542,0.018077,0.009445
926,0.004292,0.010842,0.015534,0.015157,0.017759,0.018185,0.01005
925.5,0.005077,0.011281,0.015817,0.015831,0.018115,0.018437,0.010745
925,0.005663,0.011566,0.016012,0.016343,0.018335,0.018699,0.011212
924.5,0.005997,0.011657,0.015948,0.016508,0.018228,0.018843,0.01135
924,0.006117,0.011506,0.015593,0.016361,0.017825,0.018797,0.011253
923.5,0.006043,0.011169,0.015131,0.016093,0.017398,0.018619,0.011068
923,0.005828,0.010897,0.014896,0.015948,0.017265,0.018475,0.010953
922.5,0.005591,0.010936,0.015065,0.016027,0.017473,0.01847,0.011013
922,0.005442,0.011229,0.015445,0.016197,0.017719,0.018512,0.011215
921.5,0.005417,0.011475,0.015653,0.016249,0.017696,0.018438,0.011427
921,0.005524,0.011503,0.015512,0.016127,0.01746,0.018223,0.011591
920.5,0.005739,0.011416,0.015176,0.015931,0.017323,0.018005,0.011755
920,0.005937,0.011365,0.014895,0.015734,0.017434,0.017901,0.011918
919.5,0.005958,0.011341,0.014801,0.01553,0.01764,0.017903,0.011965
919,0.005803,0.011284,0.014888,0.015341,0.017745,0.017945,0.011824
918.5,0.005656,0.011235,0.015068,0.015245,0.017717,0.017988,0.011593
918,0.005664,0.011262,0.015188,0.015264,0.017586,0.017993,0.011428
917.5,0.005778,0.011318,0.015101,0.015326,0.017317,0.017899,0.01137
917,0.005875,0.011299,0.014829,0.015354,0.016919,0.017683,0.011377
916.5,0.005909,0.011187,0.014566,0.015327,0.016554,0.0174,0.011435
916,0.005864,0.011054,0.014484,0.015253,0.016389,0.017122,0.011568
915.5,0.005704,0.010949,0.01456,0.015149,0.016403,0.016896,0.011771
915,0.005478,0.010881,0.01465,0.015068,0.016475,0.016793,0.012034
914.5,0.005379,0.010862,0.014678,0.015091,0.016598,0.016925,0.012354
914,0.005539,0.010896,0.014666,0.015254,0.016853,0.017321,0.012672
913.5,0.005812,0.01094,0.01464,0.015516,0.017163,0.017811,0.01284
913,0.00592,0.010959,0.014593,0.01579,0.017269,0.018131,0.012761
912.5,0.005797,0.010995,0.014559,0.015976,0.017036,0.018162,0.01253
912,0.005671,0.011119,0.014636,0.016016,0.016687,0.018015,0.012369
911.5,0.0058,0.011316,0.01489,0.015965,0.016599,0.017872,0.012429
911,0.006243,0.011492,0.015266,0.015974,0.016897,0.017799,0.012699
910.5,0.006898,0.011602,0.015635,0.016145,0.017358,0.017773,0.013091
910,0.007648,0.011732,0.015934,0.016448,0.01773,0.017828,0.01356
909.5,0.008396,0.012032,0.016222,0.016824,0.018015,0.018075,0.014111
909,0.009017,0.012557,0.016552,0.017268,0.018351,0.018535,0.01473
908.5,0.009362,0.013174,0.016826,0.017736,0.0187,0.019022,0.01532
908,0.009348,0.013659,0.016881,0.018087,0.018844,0.019286,0.015751
907.5,0.00911,0.013939,0.016764,0.018274,0.018746,0.01931,0.016003
907,0.009042,0.014234,0.016849,0.01853,0.018746,0.019392,0.016232
906.5,0.009566,0.014852,0.017518,0.019153,0.019239,0.019868,0.016596
906,0.010743,0.015819,0.018726,0.020109,0.020203,0.020741,0.017061
905.5,0.012158,0.016796,0.019982,0.021026,0.021222,0.021662,0.017485
905,0.013282,0.017459,0.020814,0.021612,0.021951,0.02228,0.017895
904.5,0.013931,0.017844,0.021174,0.021927,0.022432,0.022587,0.01851
904,0.014298,0.018239,0.021364,0.022215,0.022914,0.022894,0.019429
903.5,0.014616,0.018797,0.021683,0.022616,0.02353,0.023473,0.020439
903,0.014949,0.019401,0.022216,0.023113,0.024232,0.024271,0.021247
902.5,0.015302,0.019889,0.022891,0.023647,0.024914,0.024964,0.021793
902,0.015751,0.020266,0.023576,0.024172,0.025468,0.025315,0.022201
901.5,0.016384,0.020648,0.024134,0.024668,0.025803,0.025439,0.022574
901,0.017229,0.021124,0.02453,0.025162,0.025956,0.025699,0.022964
900.5,0.018285,0.021723,0.024913,0.025719,0.026161,0.026353,0.023477
900,0.0195,0.022446,0.025493,0.026395,0.026689,0.027315,0.024193
899.5,0.020681,0.023265,0.026289,0.027199,0.027584,0.028279,0.025016
899,0.021542,0.024082,0.027053,0.028085,0.028618,0.029001,0.025774
898.5,0.021957,0.024747,0.027506,0.028925,0.029499,0.029398,0.026437
898,0.022088,0.025144,0.027595,0.02954,0.030074,0.029489,0.027085
897.5,0.022193,0.025322,0.027491,0.029843,0.030378,0.029382,0.027692
897,0.022396,0.02554,0.027426,0.029958,0.030592,0.029341,0.028141
896.5,0.022682,0.026113,0.027596,0.030123,0.030921,0.029674,0.028449
896,0.023027,0.027082,0.02813,0.030477,0.031429,0.03044,0.028816
895.5,0.023433,0.028084,0.02899,0.030986,0.03196,0.031336,0.029374
