,t,x,V,x_run,T_run,T_cal,baseline,Tin,Tout,t_start
0,1682691394.5193267,5.80640380859375,-0.0003041250000000071,5.972361067774595,-0.0011834715351964897,111.56158259071601,-0.002195874999999995,110.53143310546875,53.54932448798038,1682691419.0
1,1682691394.5215676,5.80640380859375,0.0006957213044652441,5.984487584233293,-0.00268577134523208,111.56146792025667,-0.0021957213044652454,,,
2,1682691394.5245228,5.80640380859375,0.00032056760893048016,6.003547704534729,-0.0042146102291409915,111.56141508353208,-0.0021955676089304957,,,
3,1682691394.528544,5.80640380859375,-0.0006795860866042704,6.023191046123487,-0.006035705642346784,111.56152709454598,-0.002195413913395746,,,
4,1682691394.5317397,5.80640380859375,-0.00017973978213901972,6.0438438091710704,-0.007963055366052862,111.56155671968934,-0.0021952602178609963,,,
5,1682691394.5357862,5.80640380859375,-0.0003048934776737557,6.055968082470971,-0.009996659400259284,111.5616069729659,-0.0021951065223262465,,,
6,1682691394.5392456,5.808545676472136,-0.00043004717320849163,6.07534336658344,-0.012242804727135286,111.5616778543757,-0.002194952826791497,,,
7,1682691394.5433958,5.815090084785118,0.00031979913125673156,6.090557591126748,-0.014599894824547323,111.56162514431344,-0.002194799131256747,,,
8,1682691394.5474012,5.821406282846708,0.0015696454357220107,6.115463341494408,-0.01679858681065405,111.5613664315761,-0.0021946454357219974,,,
9,1682691394.550595,5.826442698872485,0.0003194917401872321,6.128316207042549,-0.02001244421329436,111.56131377217878,-0.0021944917401872477,,,
10,1682691394.554837,5.833131853391047,0.00019433804465249617,6.148584737412699,-0.023076239777347143,111.56128174091468,-0.002194338044652498,,,
11,1682691394.5581841,5.838410014378348,-0.0014308156508822411,6.1688675699329405,-0.026365051235584983,111.56151757139284,-0.0021941843491177482,,,
12,1682691394.562196,5.8447363634725376,-0.0005559693464169762,6.185099318440002,-0.029803863041454784,111.5616092075982,-0.0021940306535829985,,,
13,1682691394.5662022,5.851053689426639,-0.0001811230419517672,6.2030985743291,-0.03319263373747313,111.56163906073377,-0.002193876958048249,,,
14,1682691394.5704384,5.8599766132062605,-5.627673748647517e-05,6.224224041858849,-0.03678141514549521,111.56164833640103,-0.002193723262513499,,,
15,1682691394.5737774,5.870740032297137,6.856956697876134e-05,6.244500915149885,-0.040970290180471367,111.56163703460003,-0.0021935695669787494,,,
16,1682691394.5770173,5.881183738261144,0.0003184158714439841,6.260700483819242,-0.04511074733314373,111.56158455252998,-0.0021934158714439996,,,
17,1682691394.5810728,5.894256623568949,0.0006932621759092486,6.2827816343211165,-0.04952284486909793,111.56147028739014,-0.00219326217590925,,,
18,1682691394.586307,5.9111291764230085,0.0025681084803745,6.29976571077289,-0.05402078460674967,111.56104700557145,-0.0021931084803745,,,
19,1682691394.5888913,5.919459394168529,0.0029429547848397507,6.320138230082964,-0.05874294710204827,111.56056194068299,-0.0021929547848397505,,,
20,1682691394.5921302,5.9299000259678545,0.004067801089305,6.336362807341296,-0.0635398300918302,111.5598914759202,-0.0021928010893050008,,,
21,1682691394.5961854,5.942972142734489,0.005442647393770251,6.358664574208886,-0.06816226313746965,111.55899440568157,-0.0021926473937702506,,,
22,1682691394.6002388,5.956038111171761,0.004067493698235501,6.375780217450075,-0.07325808937938087,111.55832399158372,-0.002192493698235501,,,
23,1682691394.6046891,5.972361067774595,0.0055673400027007516,6.39612881552571,-0.0787027235982527,111.55740636920929,-0.002192340002700751,,,
24,1682691394.607267,5.984487584233293,0.0070671863071660014,6.412368941586427,-0.08414749584194954,111.55624153855828,-0.0021921863071660014,,,
25,1682691394.6113186,6.003547704534729,0.007192032611631252,6.434306544100964,-0.09005386361091183,111.555056130439,-0.0021920326116312517,,,
26,1682691394.6154943,6.023191046123487,0.008566878916096502,6.451309831342217,-0.09587786619137409,111.55364411684388,-0.002191878916096502,,,
27,1682691394.6198845,6.0438438091710704,0.009066725220561752,6.4716396928406486,-0.10152724778631506,111.55214971737821,-0.0021917252205617523,,,
28,1682691394.6224618,6.055968082470971,0.009566571525027004,6.487855547454214,-0.10725142313626941,111.550572932042,-0.0021915715250270026,,,
29,1682691394.6265805,6.07534336658344,0.010566417829492254,6.514121623359851,-0.1130753337152945,111.54883134963224,-0.002191417829492253,,,
30,1682691394.6298146,6.090557591126748,0.012191264133957503,6.527071843115347,-0.11927333573800425,111.54682195614514,-0.002191264133957503,,,
31,1682691394.6350253,6.115463341494408,0.014191110438422753,6.547393340382528,-0.12574566330817102,111.54448294317844,-0.0021911104384227534,,,
32,1682691394.6375964,6.128316207042549,0.016065956742888004,6.5636020256550225,-0.13219301873714126,111.54183491353291,-0.0021909567428880037,,,
33,1682691394.641651,6.148584737412699,0.015315803047353253,6.583935471823989,-0.13951890782383616,111.53931052602437,-0.002190803047353254,,,
34,1682691394.6457083,6.1688675699329405,0.016440649351818507,6.60163567276054,-0.147265096329641,111.53660073864151,-0.0021906493518185043,,,
35,1682691394.6489553,6.185099318440002,0.017190495656283753,6.622565989870593,-0.15416789350839383,111.5337673597866,-0.0021904956562837545,,,
36,1682691394.652556,6.2030985743291,0.016940341960749006,6.638650371492113,-0.16139757333305316,111.53097521186567,-0.002190341960749005,,,
37,1682691394.656782,6.224224041858849,0.017940188265214256,6.659010648257343,-0.16880325261930554,111.52801826687117,-0.002190188265214255,,,
38,1682691394.6608381,6.244500915149885,0.020940034569679505,6.6785792681611555,-0.17651066735409288,111.52456687999106,-0.0021900345696795054,,,
39,1682691394.6640787,6.260700483819242,0.020939880874144754,6.697099061235093,-0.18441922874784328,111.5211155184434,-0.0021898808741447557,,,
