t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,Tset,flowrate,duty
2023-07-26 11:47:40,23.276844024658203,20.955405559676006,23.190305064685703,24.441384434115164,21.97293145426347,23.78646792320411,22.456157704209726,23.139179562065568,,,,0.0
2023-07-26 11:47:42,23.273300170898438,20.93693262150752,23.190436379817736,24.496933585714075,22.049338240441678,23.83082565545018,22.546879803333105,23.1282503139815,,,,
2023-07-26 11:47:42,23.269790649414062,20.92593838694683,23.186936546081423,24.548828490269454,22.125784169440678,23.871536264306737,22.637642734240412,23.121046989374054,,,,
2023-07-26 11:47:44,23.269943237304688,20.91120480058224,23.183417681166553,24.58592829083567,22.21023789551352,23.904857101937186,22.712632347015823,23.113824547663086,,,,
2023-07-26 11:47:44,23.255380630493164,20.903915187003744,23.18357183371285,24.611942775946968,22.29068051252982,23.93449451688823,22.76793287358051,23.102914416682538,,,,
2023-07-26 11:47:45,23.259191513061523,20.915214280999425,23.180032034501572,24.649019593827376,22.38313791537958,23.967796249629263,22.842902070463953,23.110423614946352,,,,
2023-07-26 11:47:46,23.263004302978516,20.915351274796162,23.183838270212625,24.678711308668017,22.463557870762795,23.997412649201948,22.90999481622743,23.11055552296066,,,,
2023-07-26 11:47:47,23.266876220703125,20.922988196591742,23.18769969634149,24.71584941371058,22.560096427716818,24.023401030274535,22.96533413298685,23.107060916436666,,,,
2023-07-26 11:47:48,23.25583839416504,20.926710182984785,23.18035556453701,24.734321747429085,22.635765680745447,24.04182960660521,23.024407516386606,23.103375138877443,Tset updated to 100.0,100.0,,
2023-07-26 11:47:49,23.252290725708008,20.934289220077517,23.1804887827869,24.75662069833469,22.711416392437908,24.06407342935226,23.059994457670214,23.099819357622174,,,,
2023-07-26 11:47:50,23.252426147460938,20.93070422748121,23.17695278981133,24.775229012944227,22.79104319066305,24.082635739908845,23.127091286612085,23.107330467596338,,,,
2023-07-26 11:47:51,23.259784698486328,20.949314159446434,23.18062390415464,24.78631241317533,22.86257566557892,24.09000640624554,23.170409726182708,23.099953177346833,,,,
2023-07-26 11:47:52,23.252729415893555,20.968230880336744,23.18459761423698,24.812478200968197,22.946357783252978,24.10873683982899,23.206180410493996,23.103944828562426,,,,
2023-07-26 11:47:53,23.24905014038086,20.97939683951588,23.18092649989367,24.8235616011993,23.03378842385417,24.130848838839068,23.26131556833377,23.1002590510032,,,,
2023-07-26 11:47:54,23.249221801757812,20.99073838229365,23.177426666157356,24.827430353310383,23.08961020659481,24.127335449675464,23.28119043916137,23.089366125415825,,,,
2023-07-26 11:47:55,23.238319396972656,20.994593503503243,23.177561787525097,24.834953352465,23.161288952051517,24.142212427063704,23.31677738044498,23.093189546120414,,,,
2023-07-26 11:47:56,23.242149353027344,21.020803696952242,23.17954769100734,24.851730713105134,23.260803393459664,24.15157668861096,23.368137639860485,23.104405550757328,,,,
2023-07-26 11:47:57,23.24230194091797,21.05445400420714,23.185206611950747,24.86481552222539,23.368267947784705,24.17568419332054,23.419497899275992,23.10455848758551,,,,
2023-07-26 11:47:58,23.242473602294922,21.054629587805774,23.181708681332292,24.872376825856353,23.424089730525342,24.179541470493632,23.455127713932722,23.104730541517217,,,,
2023-07-26 11:47:59,23.24260711669922,21.077096570470687,23.174499670895557,24.872510891523568,23.475896283912515,24.190733114713524,23.482838204096364,23.108552050511456,,,,
2023-07-26 11:48:00,23.242759704589844,21.09958091854645,23.178323034667308,24.88374750966006,23.539645517936957,24.183513377003216,23.510569110151966,23.11608036587879,,,,
2023-07-26 11:48:01,23.25379753112793,21.118190850511677,23.181992245892765,24.894830909891162,23.607203966468614,24.198256620165544,23.534198463511867,23.112390764898862,,,,
2023-07-26 11:48:02,23.23555564880371,21.129513098388497,23.174802266634586,24.89498412779655,23.659033181488876,24.194724126112526,23.554052918447503,23.108857924167822,,,,
2023-07-26 11:48:03,23.232046127319336,21.14829668446226,23.182317679046058,24.887767564452712,23.698958858692652,24.19489607011727,23.5739298308643,23.112717667369104,,,,
2023-07-26 11:48:04,23.239404678344727,21.159462643641394,23.171304336016128,24.891462031196415,23.746647175303234,24.20595206962231,23.589682733104237,23.105342288829952,,,,
2023-07-26 11:48:05,23.226662635803223,21.180068633109784,23.171437554266014,24.89344428784739,23.82229994714416,24.200557804095702,23.623300561607852,23.10916379782419,,,,
2023-07-26 11:48:06,23.23616600036621,21.21573622225889,23.171742053122898,24.89929146616181,23.894162045814035,24.206391482078878,23.661038317109934,23.10578198221098,,,,
2023-07-26 11:48:07,23.228805541992188,21.223180195044982,23.17541126434835,24.89929146616181,23.9378763360404,24.202706148910533,23.668916809819102,23.113157360750133,,,,
2023-07-26 11:48:08,23.225297927856445,21.24568576751179,23.17191143061204,24.903158303049075,23.985750066012606,24.21761751509972,23.68485141349752,23.109641725412263,,,,
2023-07-26 11:48:09,23.221752166748047,21.256986790997566,23.16837543763647,24.91068130220369,24.02166051386292,24.206695249820594,23.708623678101176,23.11715092367608,,,,
2023-07-26 11:48:10,23.23294448852539,21.279473068563426,23.179541030094846,24.91083452010908,24.0695136423505,24.21790408844096,23.724541949066026,23.120991549773837,,,,
2023-07-26 11:48:11,23.229415893554688,21.30568133252233,23.17602026206212,24.91098773801447,24.101470665301225,24.21437159438794,23.740458178441678,23.113767196352516,,,,
2023-07-26 11:48:12,23.222057342529297,21.324291264487556,23.172349147718812,24.91098773801447,24.149158981911803,24.221742260724636,23.752270813532434,23.117456797332444,,,,
2023-07-26 11:48:13,23.22222900390625,21.324464918596096,23.17619154266912,24.914854574901735,24.181136606347152,24.22191420472938,23.764271274829262,23.113941161994575,,,,
2023-07-26 11:48:14,23.220524787902832,21.359960783126756,23.17632666403686,24.9094469404534,24.242880285843327,24.222049849444232,23.784105313872935,23.121450360258386,,,,
2023-07-26 11:48:15,23.222515106201172,21.391752026675228,23.180150027808615,24.926225258705443,24.296694453907232,24.222202688559562,23.80002358483778,23.121603297086573,,,,
2023-07-26 11:48:16,23.222667694091797,21.41423830424109,23.187642602805823,24.922684009867133,24.33262550324217,24.23341152717993,23.819875998184223,23.129129700743555,,,,
2023-07-26 11:48:17,23.226520538330078,21.42929990392181,23.17680054038289,24.919161913266993,24.372551180445946,24.233583471184673,23.83975291060102,23.140366734194345,,,,
2023-07-26 11:48:18,23.226520538330078,21.45535380867312,23.18781388341282,24.9376342469855,24.404343391519667,24.240954137521367,23.843689094571808,23.125615977116038,,,,
2023-07-26 11:48:19,23.22297477722168,21.474098804944987,23.18427789043725,24.91929597893421,24.43230784675001,24.23003187224224,23.847770231375545,23.133125175379853,,,,
2023-07-26 11:48:20,23.23033332824707,21.48154277773108,23.180606776093942,24.91560151219051,24.46410005782373,24.22634653907389,23.87140162632464,23.125749796840697,,,,
