,t,x,V,x_run,T_run,T_cal,baseline,Tin,Tout,t_start
0,1690384516.318314,82.04004638671876,0.0008780000000000081,81.88207864482119,-77.15109977247516,,-0.0020029999999999952,120.03573608398438,46.79522011848806,1690384538.0
1,1690384516.3191278,82.04004638671876,0.0016281347159556826,81.86488802204181,-70.44394432236201,,-0.002003134715955697,,,
2,1690384516.32221,82.04004638671876,0.0022532694319113977,81.85010066130852,-70.4433670591854,,-0.002003269431911398,,,
3,1690384516.3261588,82.04004638671876,-0.0001215958521328885,81.83161221082467,-70.44255313476292,,-0.0020034041478670995,,,
4,1690384516.3300526,82.04004638671876,-0.0013714611361772162,81.81310676207193,-70.44171293978974,,-0.0020035388638228006,,,
5,1690384516.3339424,82.04004638671876,-0.0006213264202214863,81.79431914205527,-70.44126725587515,,-0.002003673579778502,,,
6,1690384516.3378363,82.04004638671876,0.0006288082957341887,81.7757796967647,-70.44087419799916,,-0.0020038082957342038,,,
7,1690384516.3410242,82.03795317869135,0.0013789430116899182,81.75729011306294,-70.44027077762446,,-0.002003943011689905,,,
8,1690384516.3450058,82.03106110967369,0.0008790777276456193,81.74257641149491,-69.39356476119482,,-0.0020040777276456065,,,
9,1690384516.3488977,82.0243242153836,-0.0006207875563986808,81.72229096520233,-66.81736089349111,,-0.0020042124436013076,,,
10,1690384516.3527915,82.01758401950356,-0.0003706528404430068,81.70555185724378,-66.81661394326677,,-0.002004347159557009,,,
11,1690384516.3568153,82.01061890280828,0.0005044818755127094,81.68543553987908,-66.81564249715865,,-0.0020044818755127107,,,
12,1690384516.3599286,82.0052298826147,-0.0007453834085315628,81.66532877952721,-66.81462118396853,,-0.002004616591468412,,,
13,1690384516.3638206,81.99849298832461,-0.00037024869257590255,81.64421614357579,-66.81325063993893,,-0.0020047513074241134,,,
14,1690384516.3677092,81.99176187181693,4.8860233798127956e-06,81.62743044517973,-66.81190506980724,,-0.0020048860233798146,,,
