t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,duty
2023-03-28 11:27:02,22.886167526245117,22.406308790410442,22.92898224258979,24.606959363574177,25.33623918765309,23.922152758325492,23.61328350421539,22.946744886293228,,0.0
2023-03-28 11:27:04,22.90471649169922,22.436242899742584,22.94382085250933,24.607114496703385,25.32845800691012,23.929678174266456,23.601634196260353,22.95427511337092,,
2023-03-28 11:27:04,22.838489532470703,22.521848586782614,22.932807509479396,24.603421945183502,25.32448398052591,23.93704884060315,23.57406457575127,23.009590452414567,,
2023-03-28 11:27:06,22.88264274597168,22.518126600389568,22.921794166449466,24.610808963447084,25.34038008606277,23.918622174761417,23.60951064738032,22.943212045562188,,
2023-03-28 11:27:06,22.904869079589844,22.533166975679244,22.94764421628108,24.607267714608774,25.320674766018694,23.922460347045092,23.58604257956694,22.947050759949597,,
2023-03-28 11:27:07,22.838489532470703,22.607454273822643,22.929136395136087,24.607114496703385,25.32448398052591,23.929678174266456,23.566190166220498,23.002215073875412,,
2023-03-28 11:27:08,22.8607177734375,22.622496578602412,22.914604187191284,24.59248984763397,25.328622818787125,23.91140243705111,23.601795481806874,22.96548920629748,,
2023-03-28 11:27:09,22.91207504272461,22.640952151360047,22.94382085250933,24.607114496703385,25.32845800691012,23.922307507929762,23.60951064738032,22.943212045562188,,
2023-03-28 11:27:10,22.871604919433594,22.71911579510408,22.94382085250933,24.610808963447084,25.32448398052591,23.93704884060315,23.578004842900448,22.976401248988378,,
2023-03-28 11:27:11,22.835132598876953,22.797603593184057,22.918444679023736,24.60374370278482,25.332780198384505,23.930001046897587,23.578349871474654,22.995162774385797,,
2023-03-28 11:27:12,22.87574005126953,22.801460643883743,22.918577897273625,24.603877768452033,25.332926468925343,23.91907878161846,23.613936812758258,22.95104432287554,,
2023-03-28 11:27:13,22.908851623535156,22.812624673572785,22.9442756976768,24.596490750188448,25.32895244254113,23.91907878161846,23.602122136078307,22.95104432287554,,
2023-03-28 11:27:14,22.849679946899414,22.905367544473815,22.936628970133295,24.610962181352473,25.33259684517134,23.940887012886822,23.582104354006955,22.994992632164443,,
2023-03-28 11:27:15,22.857038497924805,22.93886735150131,22.91827339841674,24.60357324786507,25.320674766018694,23.91140243705111,23.59785725624689,22.958115739468678,,
2023-03-28 11:27:16,22.912227630615234,22.946311324287404,22.936628970133295,24.599878781121372,25.328622818787125,23.922460347045092,23.613610158486825,22.935987692140866,,
