t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,duty
2023-03-24 11:04:19,23.76753807067871,28.344957077639144,23.779028863939274,25.499357901276344,26.216684836083353,24.82340108016912,24.44641522350942,23.81169058834757,,0.0
2023-03-24 11:04:21,23.785934448242188,28.37473103929341,23.782699978282583,25.49566343453264,26.216684836083353,24.830771746505814,24.438536730800255,23.822753656156298,,
2023-03-24 11:04:21,23.78961181640625,28.408230846320905,23.786371092625895,25.499357901276344,26.216684836083353,24.827086413337465,24.44641522350942,23.82644325713623,,
2023-03-24 11:04:23,23.76753807067871,28.434286680562312,23.771684732134794,25.499357901276344,26.224632888851783,24.81971574700077,24.462166084160156,23.81169058834757,,
2023-03-24 11:04:23,23.749141693115234,28.47522660139571,23.771684732134794,25.503054283243863,26.228606915236,24.804974414327386,24.47791898640009,23.796939831269263,,
2023-03-24 11:04:25,23.72706413269043,28.549668258746703,23.771684732134794,25.503054283243863,26.22065886246757,24.80865974749573,24.47791898640009,23.767438317112653,,
2023-03-24 11:04:25,23.730743408203125,28.59433209546324,23.771684732134794,25.499357901276344,26.22065886246757,24.81234508066408,24.473980760840107,23.77850138492138,,
2023-03-24 11:04:26,23.756498336791992,28.631551959393686,23.786371092625895,25.49566343453264,26.21271080969914,24.80865974749573,24.45822785860017,23.81169058834757,,
2023-03-24 11:04:27,23.77134895324707,28.65774092845164,23.782831293414613,25.49210111823234,26.2088809937073,24.823532903906088,24.44261786760399,23.826575165150537,,
2023-03-24 11:04:28,23.782386779785156,28.68007284680991,23.779160179071305,25.49210111823234,26.21682904647573,24.827220147563377,24.438679642044008,23.826575165150537,,
2023-03-24 11:04:29,23.77489471435547,28.717157646433716,23.779028863939274,25.503054283243863,26.224632888851783,24.83445707967416,24.462166084160156,23.819065966886722,,
2023-03-24 11:04:30,23.756629943847656,28.747068601884717,23.771817950384683,25.49949196694356,26.220803072859947,24.816162237569397,24.45049431872396,23.797073650993923,,
2023-03-24 11:04:31,23.738235473632812,28.799176411387343,23.771817950384683,25.488408566712454,26.228751125628374,24.81247690440105,24.478061897643844,23.786010583185195,,
2023-03-24 11:04:32,23.73087501525879,28.836396275317792,23.771817950384683,25.49949196694356,26.232723091864127,24.81247690440105,24.47412367208386,23.786010583185195,,
2023-03-24 11:04:33,23.727197647094727,28.88850408482042,23.764475721698062,25.49210111823234,26.22477709924416,24.808791571232703,24.470185446523878,23.77125982610689,,
2023-03-24 11:04:34,23.72351837158203,28.925723948750864,23.76080460735475,25.49210111823234,26.220803072859947,24.805106238064354,24.47412367208386,23.78232289391562,,
2023-03-24 11:04:35,23.71999168395996,28.97054407416509,23.757285742439883,25.49595071810525,26.220967884736947,24.80894441034803,24.47822522477956,23.775100452204647,,
2023-03-24 11:04:36,23.72543430328369,29.063516554387412,23.770059469486178,25.499568575896255,26.220885478798447,24.81071161261901,24.478143561211702,23.769492449886194,,
2023-03-24 11:04:37,23.734708786010742,29.145477434638195,23.779314331617602,25.49595071810525,26.224941911121164,24.81263165400532,24.470348773659595,23.782475830743802,,
2023-03-24 11:04:38,23.756784439086914,29.193865187237872,23.775641314156434,25.492256251361546,26.216993858352733,24.81263165400532,24.458534096979644,23.800914277091685,,
2023-03-24 11:04:39,23.767822265625,29.231085051168318,23.786654657186368,25.49595071810525,26.220967884736947,24.827371076189763,24.44278119473971,23.815665034169992,,
2023-03-24 11:04:40,23.789899826049805,29.27574695839476,23.779314331617602,25.492256251361546,26.220967884736947,24.82368765351036,24.44278119473971,23.82672810197872,,
2023-03-24 11:04:41,23.78253936767578,29.309248694912352,23.77197210293098,25.488561784617843,26.213019831968516,24.82000040985307,24.450657645859675,23.819352723439568,,
2023-03-24 11:04:42,23.756975173950195,29.32432573051383,23.764818282912056,25.48505692503206,26.205275733897878,24.79807945973715,24.45479798875011,23.790042380318184,rxn2-batch,
2023-03-24 11:04:43,23.723859786987305,29.3801574558996,23.757476054225435,25.488751391775764,26.209249760282095,24.801764792905498,24.470550890990044,23.775289711529528,,
2023-03-24 11:04:44,23.72018051147461,29.44343122458136,23.76472312701928,25.490503821568655,26.21510882250952,24.809040890039583,24.466511606764836,23.77703988235705,,
2023-03-24 11:04:45,23.74584197998047,29.528940437116646,23.77583162594199,25.48505692503206,26.209249760282095,24.816506125578883,24.431168635390208,23.815856205205222,,
2023-03-24 11:04:46,23.775371551513672,29.57742273473097,23.78684496897192,25.492447773743283,26.21719781305052,24.823876791915577,24.439045086510173,23.819543894474798,,
2023-03-24 11:04:47,23.771692276000977,29.61091868277828,23.77583162594199,25.499836707230685,26.21322378666631,24.82019145874723,24.442985353659353,23.815856205205222,,
2023-03-24 11:04:48,23.753293991088867,29.63697258752959,23.764818282912056,25.492447773743283,26.2211738995832,24.816506125578883,24.466614707019257,23.79373006958776,,
2023-03-24 11:04:49,23.74241065979004,29.68179078345372,23.761299417997186,25.492599076424856,26.21338859854331,24.805602965189173,24.474652443685745,23.779130337627286,,
2023-03-24 11:04:50,23.72018051147461,29.737468149631894,23.761147168568744,25.499836707230685,26.225145865818952,24.809135459242192,24.474491158139223,23.7716039339703,,
2023-03-24 11:04:51,23.716655731201172,29.782286345556024,23.764972435458354,25.492599076424856,26.22531273784442,24.805602965189173,24.478592710834924,23.764381492259332,,
2023-03-24 11:04:52,23.727691650390625,29.830672168665608,23.77231276102712,25.507378858623476,26.22531273784442,24.805602965189173,24.486469161954894,23.768069181528908,,
2023-03-24 11:04:53,23.73327922821045,29.903320364973396,23.774215878882647,25.49820972459783,26.223395769700037,24.809356120714945,24.474725940896818,23.77735531456518,,
2023-03-24 11:04:54,23.735185623168945,29.964804531592144,23.78345932230694,25.50751292429069,26.225454888088333,24.813107365751776,24.474797396518696,23.78664144760145,,
2023-03-24 11:04:55,23.76448631286621,30.020495404200986,23.77965498971374,25.507378858623476,26.22133665131174,24.824029631030907,24.447086906355054,23.827072209842132,,
2023-03-24 11:04:56,23.782882690429688,30.053995211228482,23.77965498971374,25.496295458392375,26.22133665131174,24.812973631525864,24.486469161954894,23.764381492259332,,
2023-03-24 11:04:57,23.786561965942383,30.16193281662678,23.77965498971374,25.499989925136074,26.22133665131174,24.801917632020825,24.45102513191504,23.834447588381288,,
2023-03-24 11:04:58,23.749902725219727,30.53427037921809,23.776118996738173,25.49642952405959,26.22148292185258,24.83153403159351,24.466920945398726,23.75713993344484,,
2023-03-24 11:04:59,23.749902725219727,30.737441827229926,23.765103750590384,25.50012399080329,26.22148292185258,24.805736699415085,24.43147691535887,23.753452244175264,,
2023-03-24 11:05:00,23.80141258239746,30.785354925266258,23.794474568454728,25.49642952405959,26.22148292185258,24.80942394307237,24.43935336647884,23.753452244175264,,
2023-03-24 11:05:01,23.775657653808594,30.855379979790044,23.765103750590384,25.50381845754699,26.22943097462101,24.842591941587493,24.49055029875863,23.81983065102764,,
2023-03-24 11:05:02,23.750054359436035,30.8610623281195,23.77076267153379,25.49842901772492,26.217672677271135,24.818788204619626,24.459207821414477,23.760978647832246,,
2023-03-24 11:05:03,23.720619201660156,30.877646295485086,23.78728268607869,25.500277208708678,26.221647733729583,24.83168687070884,24.439514652025363,23.746227890753943,,
2023-03-24 11:05:04,23.808923721313477,31.010331540840454,23.750571542645584,25.48919189325376,26.213697620812688,24.813260204867106,24.494649809865134,23.797857452238365,,
2023-03-24 11:05:05,23.77948760986328,31.03981414949039,23.76892711436214,25.496580826741162,26.225619699965335,24.813260204867106,24.49071158430515,23.79416976296879,,
2023-03-24 11:05:06,23.808923721313477,31.098785155260543,23.76892711436214,25.500277208708678,26.221647733729583,24.83168687070884,24.439514652025363,23.78310478344971,,
2023-03-24 11:05:07,23.702224731445312,30.958731187232786,23.772598228705448,25.496580826741162,26.221647733729583,24.82800153754049,24.482837174774378,23.753605181003447,,
2023-03-24 11:05:08,23.702396392822266,30.719339351159658,23.780111737999068,25.49675511210854,26.217859120706994,24.82448814837689,24.475144466682092,23.739026477856846,,
2023-03-24 11:05:09,23.702396392822266,30.422938800742877,23.76910029808699,25.49306064536484,26.22183314709121,24.831858814713584,24.463329790002142,23.75746492420473,,
2023-03-24 11:05:10,23.702396392822266,30.530874476651082,23.761756166282513,25.48936617862114,26.209911067938563,24.82817539203418,24.45151511332219,23.764840302743885,,
2023-03-24 11:05:11,23.720792770385742,30.640098087197625,23.776440623655756,25.498602345480393,26.217859120706994,24.806061482535156,24.4731753539021,23.792497972265707,,
2023-03-24 11:05:12,23.775981903076172,30.785677150112104,23.754413937595892,25.49306064536484,26.213883034174316,24.831858814713584,24.459389522852963,23.735336876876918,,
2023-03-24 11:05:13,23.7724552154541,30.78951876489103,23.776594776202053,25.49321386327023,26.218023932583996,24.82095565432387,24.443801989337942,23.750240570783408,,
2023-03-24 11:05:14,23.779813766479492,30.866916401067396,23.761908415710955,25.49321386327023,26.214049906199783,24.82464289798116,24.491060696057747,23.776056307380795,,
2023-03-24 11:05:15,23.75390625,30.778308427439715,23.776440623655756,25.50044957885224,26.22183314709121,24.8097468157035,24.43182398552227,23.76852799201346,,
2023-03-24 11:05:16,23.80556869506836,30.870599797658542,23.765581433172123,25.504297263501332,26.233920038120857,24.82464289798116,24.439863763777957,23.750240570783408,,
2023-03-24 11:05:17,23.746700286865234,30.881659634882457,23.78760621611413,25.500602796757633,26.22199589881975,24.828328231149506,24.491060696057747,23.84612240350275,,
2023-03-24 11:05:18,23.801891326904297,31.051196211560153,23.776594776202053,25.49690833001393,26.22994601173664,24.8356988974862,24.487122470497763,23.80555782153741,,
2023-03-24 11:05:19,23.776134490966797,31.132279173817757,23.758237301367647,25.49690833001393,26.225971985352427,24.839382320165605,24.491060696057747,23.823998179595645,,
2023-03-24 11:05:20,23.78901195526123,31.331302218125575,23.77843033337371,25.49875556338578,26.210073819667105,24.809900610063302,24.461524004357866,23.81109031129695,,
2023-03-24 11:05:21,23.724777221679688,31.552591578128435,23.784089254317117,25.49336708117562,26.214214718076782,24.795313071749714,24.428212414233723,23.765148088110603,,
2023-03-24 11:05:22,23.70254898071289,31.677747953133544,23.776594776202053,25.48951939652653,26.214049906199783,24.784102322640404,24.428049087098007,23.764993239572068,,
2023-03-24 11:05:23,23.724777221679688,31.747931225845107,23.784089254317117,25.482283680944516,26.206266665308355,24.79899840491806,24.447903542033643,23.813086136904744,,
2023-03-24 11:05:24,23.77996826171875,31.836382910775104,23.780418139973808,25.49336708117562,26.222162770845213,24.83216640343318,24.491224023193464,23.83152649496298,,
2023-03-24 11:05:25,23.77996826171875,31.93589443292901,23.747376207766155,25.49336708117562,26.222162770845213,24.813739737591447,24.440027090913674,23.735644662243637,,
2023-03-24 11:05:26,23.702701568603516,31.910095220870225,23.780418139973808,25.49336708117562,26.214214718076782,24.802683738086408,24.459718218713594,23.838901873502135,,
2023-03-24 11:05:27,23.805723190307617,31.99854883529031,23.769404796943874,25.49336708117562,26.222162770845213,24.82111040392814,24.46759466983356,23.772521554939402,speed:750 rpm,
2023-03-24 11:05:28,23.70638084411621,32.00223609086165,23.754720339570632,25.489672614431917,26.218188744461,24.79162773858137,24.42427418867374,23.765148088110603,,
2023-03-24 11:05:29,23.776476860046387,32.05586723279419,23.77693638585712,25.4954048793173,26.21640671604091,24.82682849733035,24.47173705431319,23.80774577403561,,
2023-03-24 11:05:30,23.706571578979492,32.1240505890224,23.75490874823833,25.489864136813654,26.21839475930725,24.795502210154932,24.428414531564172,23.746898901087597,,
2023-03-24 11:05:31,23.706571578979492,32.13142124118489,23.780606548641504,25.493556688333538,26.226340751927218,24.795502210154932,24.436293024273336,23.79483886159209,,
2023-03-24 11:05:32,23.761760711669922,32.157220453243674,23.780606548641504,25.489864136813654,26.21044670653882,24.81024545331726,24.47173705431319,23.842778822096587,,
2023-03-24 11:05:33,23.806045532226562,32.23106782764544,23.77706865254808,25.493692669224572,26.218536909551165,24.828803942895963,24.48763286779688,23.82816188474294,,
